"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Advances in DSP design tool flows for FPGAs","M. Jervis","DSP Tools, Altera Corporation, USA","2010 - MILCOM 2010 MILITARY COMMUNICATIONS CONFERENCE","6 Jan 2011","2010","","","2041","2046","This paper highlights recent advances in digital signal processing (DSP) design tools for Field-Programmable Gate Arrays (FPGAs), concentrating on model-based design high-level synthesis. Next generation FPGA model-based design tools provide a mechanism for abstracted design definition at the algorithmic rather than implementation level. The tools make use of FPGA structural and timing knowledge, and of mathematical and graph theory techniques to optimize and technology map the algorithm to a pipelined FPGA implementation, controlled by high level parameters and threshold settings. Such tools allow simple design space exploration and retargeting of algorithms to different device families. This design-once and retarget as required method improves productivity over manual hardware description language (HDL) coding, especially for projects which are subject to change. The simple design style, optimized generated hardware and productivity in design change and implementation exploration are highlighted with two examples; a direct radio-frequency (RF) radar design and a simple 8 by 8 beamforming design.","2155-7586","978-1-4244-8180-4","10.1109/MILCOM.2010.5680454","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5680454","","Field programmable gate arrays;Digital signal processing;Clocks;Pipeline processing;Hardware design languages;Radio frequency;Algorithm design and analysis","array signal processing;digital signal processing chips;field programmable gate arrays;graph theory","DSP design tool flow;digital signal processing design tool;model-based design high level synthesis;next generation FPGA;model-based design tool;graph theory;technology map;space exploration;hardware description language coding;direct radio frequency radar design;beamforming design;field programmable gate arrays","","3","","","IEEE","6 Jan 2011","","","IEEE","IEEE Conferences"
"Detect Related Bugs from Source Code Using Bug Information","D. Wang; M. Lin; H. Zhang; H. Hu","State Key Laboratory of Software Development Environment, Beihang University, Beijing, China; State Key Laboratory of Software Development Environment, Beihang University, Beijing, China; State Key Laboratory of Software Development Environment, Beihang University, Beijing, China; State Key Laboratory of Software Development Environment, Beihang University, Beijing, China","2010 IEEE 34th Annual Computer Software and Applications Conference","30 Dec 2010","2010","","","228","237","Open source projects often maintain open bug repositories during development and maintenance, and the reporters often point out straightly or implicitly the reasons why bugs occur when they submit them. The comments about a bug are very valuable for developers to locate and fix the bug. Meanwhile, it is very common in large software for programmers to override or overload some methods according to the same logic. If one method causes a bug, it is obvious that other overridden or overloaded methods maybe cause related or similar bugs. In this paper, we propose and implement a tool Rebug-Detector, which detects related bugs using bug information and code features. Firstly, it extracts bug features from bug information in bug repositories; secondly, it locates bug methods from source code, and then extracts code features of bug methods; thirdly, it calculates similarities between each overridden or overloaded method and bug methods; lastly, it determines which method maybe causes potential related or similar bugs. We evaluate Rebug-Detector on an open source project: Apache Lucene-Java. Our tool totally detects 61 related bugs, including 21 real bugs and 10 suspected bugs, and it costs us about 15.5 minutes. The results show that bug features and code features extracted by our tool are useful to find real bugs in existing projects.","0730-3157","978-1-4244-7513-1","10.1109/COMPSAC.2010.27","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5676263","bug information;common substring;bug features;code features;bug detection","Feature extraction;Computer bugs;Data mining;Software;Programming;Documentation;Java","Java;program debugging;public domain software;source coding","bug detection;source code;open source project;bug repository;Rebug- Detector;code features;bug information;Rebug-Detector;Apache Lucene-Java;bug features","","7","3","26","IEEE","30 Dec 2010","","","IEEE","IEEE Conferences"
"Re-Modularizing Traverse Feature from Various Perspectives in Software Reverse Engineering","Y. Su; W. -D. Zhong","Electronic Technology Dept, Engineering College of Armed Police Force, Xi'an, ShaanXi, China; Electronic Technology Dept, Engineering College of Armed Police Force, Xi'an, ShaanXi, China","2010 International Conference on Computational Intelligence and Software Engineering","30 Dec 2010","2010","","","1","4","To solve the identification and comprehension problem of crosscutting concerns in existing legacy software system, a framework of aspects-oriented software reverse engineering was proposed. An approach on re-modularizing traversal features of legacy system was presented, which based on various Unified Modeling Language (UML) diagrams. While modeling crosscutting concerns in UML use case diagrams, the non-functional requirements that affect several use case modules can be enveloped into aspects modules with stereotype mechanism. The recurring message transmission patterns can be re-modularized as aspects in UML sequence diagrams with UML collaborations. Standard UML activity diagram notations were extended and modified by nodes fusion and addition, which support the graphical composition operation between crosscutting behaviors and primary business rules of concurrent system. The case study indicates traversal features of software system can be extracted and re-modularized from various perspectives in aspects-oriented reverse engineering, which improves the comprehensibility and maintainability of legacy system.","","978-1-4244-5391-7","10.1109/CISE.2010.5676876","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5676876","","Unified modeling language;Reverse engineering;Data mining;Software systems;Vehicles;Programming","reverse engineering;software maintenance;Unified Modeling Language","traverse feature remodularization;legacy software system;aspects-oriented software reverse engineering;unified modeling language diagrams;crosscutting concerns;message transmission patterns;standard UML activity diagram notations;nodes fusion;nodes addition;graphical composition operation;primary business rules;legacy system comprehensibility;legacy system maintainability","","","","7","IEEE","30 Dec 2010","","","IEEE","IEEE Conferences"
"Metric pictures: The approach and applications","R. Francese; S. Murad; I. Passero; G. Tortora","Dipartimento di Matematica e Informatica, University of Salerno, Italy; Dipartimento di Matematica e Informatica, University of Salerno, Italy; Dipartimento di Matematica e Informatica, University of Salerno, Italy; Dipartimento di Matematica e Informatica, University of Salerno, Italy","The 2010 International Conference on Computer Engineering & Systems","23 Dec 2010","2010","","","320","325","Source code metrics evaluate some aspects of software artefacts and provide synthetic measures of examined characteristics. Metrics are broadly adopted for code tracking, analysis and comprehension. In this paper, we present Metric Pictures, raster images obtained from source code metrics. With this method, the paper introduces algebra, derived from Image Elaboration, sounding with metric definitions. Metric Pictures with their operation set can be generally useful for underlining interesting features of analyzed code. As an example, the paper describes the application of the underlying logic and operators to Dead Code detection.","","978-1-4244-7042-6","10.1109/ICCES.2010.5674876","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5674876","Object oriented metrics;code comprehension;code analysis;metric visualization;image elaboration","Software;Visualization;Data visualization;Image color analysis;Software measurement;Algebra","algebra;software metrics","metric pictures;source code metrics;software artifacts;code tracking;algebra;image elaboration;dead code detection","","","","48","IEEE","23 Dec 2010","","","IEEE","IEEE Conferences"
"Using aspect oriented software architecture for enterprise systems development","P. K. Verma; D. Dahiya; P. Jain","Department of Computer Science, Jaypee University of Information Technology, Solan, Himachal Pradesh, India; Department of Computer Science, Jaypee University of Information Technology, Solan, Himachal Pradesh, India; Department of Computer Science, Jaypee University of Information Technology, Solan, Himachal Pradesh, India","2010 Fifth International Conference on Digital Information Management (ICDIM)","10 Dec 2010","2010","","","448","453","A typical software system comprises of several crosscutting concerns (also known as aspects). Code tangling and scattering are two difficulties that occur in current software implementation methodologies which affect software design and development in many ways like, poor traceability, lower productivity, less code reuse and poor code quality. Aspect Oriented Programming (AOP), which allows for modularizing of concerns that normally cause crosscutting in object oriented system, has efficiently solved the problem that the Object Oriented Programming has encountered such as the scattered codes and tangled codes resulting from the cross cutting concerns. Aspect-Oriented Software Development (AOSD) is becoming a new technique, which provides modularization of crosscutting concerns. The aim of this paper is to define an Aspect Oriented Software Architecture for software development with minimum code tangling and scattering. By this architecture not only the design efficiency can be improved but also the model built is easier to comprehend and reuse.","","978-1-4244-7573-5","10.1109/ICDIM.2010.5664715","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5664715","Crosscutting;Aspect Oriented Programming;Object Oriented Programming;reuse;Java;AspectJ","Weaving;Programming;Software architecture;Computer architecture;Software;Scattering;Object oriented modeling","aspect-oriented programming;business data processing;Java;software architecture;software quality;software reusability","aspect oriented software architecture;enterprise system development;code tangling;code scattering;software design;code reuse;code quality;aspect oriented programming;concern modularization;object oriented system;object oriented programming;aspect-oriented software development;design efficiency;Java;AspectJ","","1","","20","IEEE","10 Dec 2010","","","IEEE","IEEE Conferences"
"Visualization of Multithreaded Behavior to Facilitate Maintenance of Complex Software Systems","J. Trümper; J. Bohnet; S. Voigt; J. Döllner","Hasso-Plattner-Institute - University of Potsdam, Germany; Hasso-Plattner-Institute - University of Potsdam, Germany; Hasso-Plattner-Institute - University of Potsdam, Germany; Hasso-Plattner-Institute - University of Potsdam, Germany","2010 Seventh International Conference on the Quality of Information and Communications Technology","3 Dec 2010","2010","","","325","330","Maintenance accounts for the major part of a software system's total costs. Therein, program comprehension is an important, but complex activity: Typically, up-to-date documentation is not available, so the main reliable source of information on the implementation represent the artifacts of the system's implementation. Understanding software systems is difficult, in particular, if multithreading concepts are involved because state-of-the art development tools provide only limited support for maintenance activities. In addition, concurrency is often not directly reflected by the source code, i.e., there is only a non-obvious correlation between control structures in the source code and a system's runtime behavior. We present a program comprehension technique that helps to analyze and understand runtime behavior of multithreaded software systems and, thereby, facilitates software maintenance tasks. Our approach contains the following concepts: First, light-weight dynamic analysis records executed method calls at runtime. Second, visualization of multithreading trace data allows developers to explore the system behavior post-mortem. The technique forms part of a scalable tool suite for understanding the behavior of complex software systems. We also show how to apply the technique on industrial software systems to solve common maintenance problems.","","978-1-4244-8539-0","10.1109/QUATIC.2010.59","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5655671","multithreading;parallel computing;concurrency;threads;visualization;software;maintenance","Visualization;Instruction sets;Message systems;Runtime;Chromium;Software systems;Instruments","concurrency control;correlation methods;data visualisation;multi-threading;program control structures;software maintenance;system monitoring","complex software system maintenance;state of the art development tool;source code;system runtime behavior;program comprehension technique;multithreaded software system;dynamic analysis record executed method;industrial software system;control structure","","","","20","IEEE","3 Dec 2010","","","IEEE","IEEE Conferences"
"Exploratory Analysis of the Relations between Code Cloning and Open Source Software Quality","D. Kozlov; J. Koskinen; M. Sakkinen; J. Markkula","Department of Computer Science and Information Systems, University of Jyväskylä, Jyvaskyla, Finland; Department of Computer Science and Information Systems, University of Jyväskylä, Jyvaskyla, Finland; Department of Computer Science and Information Systems, University of Jyväskylä, Jyvaskyla, Finland; Department of Information Processing Science, University of Oulu, Oulu, Finland","2010 Seventh International Conference on the Quality of Information and Communications Technology","3 Dec 2010","2010","","","358","363","In recent literature there is still a lack of understanding how the reuse and cloning of software affects its quality. The focus of this study is to analyze the relationships between source code cloning and software quality for the case of open source software project forks (SPFs) as a kind of software reuse. In total 117 releases related to three generations of eight eMule SPFs were scrutinized. Software quality was measured in terms of internal quality attributes. The tools CCFinderX and SoftCalc were used to measure code cloning metrics and internal quality attributes, respectively. In total 8 code cloning metrics and 71 internal quality attributes were analyzed. The quantitative relationships between the code cloning metrics and internal quality attributes were identified based on Pearson product moment correlation analysis. Our results revealed a number of important relationships between the metrics under study.","","978-1-4244-8539-0","10.1109/QUATIC.2010.94","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5655665","software quality;internal quality attributes;code cloning;software reuse;open source software","Measurement;Cloning;Complexity theory;Software;Correlation;Heuristic algorithms;Arrays","public domain software;software management;software metrics;software quality;software reusability","exploratory analysis;open source software quality;software reuse;software cloning;source code cloning;software project forks;CCFinderX;SoftCalc;code cloning metrics","","5","","25","IEEE","3 Dec 2010","","","IEEE","IEEE Conferences"
"Studying the Effect of Refactorings: A Complexity Metrics Perspective","Q. D. Soetens; S. Demeyer","Department of Mathematics and Computer Sciences, University of Antwerp, Belgium; Department of Mathematics and Computer Sciences, University of Antwerp, Belgium","2010 Seventh International Conference on the Quality of Information and Communications Technology","3 Dec 2010","2010","","","313","318","Refactoring is widely recognized as a way to improve the internal structure of a software system in order to ensure its long-term maintainability. Consequently, software projects which adopt refactoring practices should see reductions in the complexity of their code base. We evaluated this assumption on an open source system-namely PMD, a Java source code analyzer-and discovered that periods of refactorings did not affect the cyclomatic complexity. This paper investigates this counterintuitive phenomenon through a detailed analysis of the actual source code manipulations applied on the system under study.","","978-1-4244-8539-0","10.1109/QUATIC.2010.58","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5655673","Refactoring;Complexity;Software Evolution;Maintenance;Mining Software Repositories","Complexity theory;Measurement;Software systems;Java;Mathematical analysis;Couplings","Java;public domain software;software maintenance;software management;software metrics;source coding","refactorings;complexity metrics perspective;internal structure;software system;long-term maintainability;software projects;open source system;Java source code analyzer;cyclomatic complexity","","13","","23","IEEE","3 Dec 2010","","","IEEE","IEEE Conferences"
"A Metrics-Based Approach to Technical Documentation Quality","A. Wingkvist; M. Ericsson; R. Lincke; W. Löwe","School of Computer Science, Linnaeus University, Sweden; Department of Information Technology, Uppsala University, Sweden; School of Computer Science, Linnaeus University, Sweden; School of Computer Science, Linnaeus University, Sweden","2010 Seventh International Conference on the Quality of Information and Communications Technology","3 Dec 2010","2010","","","476","481","Technical documentation is now fully taking the step from stale printed booklets (or electronic versions of these) to interactive and online versions. This provides opportunities to reconsider how we define and assess the quality of technical documentation. This paper suggests an approach based on the Goal-Question-Metric paradigm: predefined quality goals are continuously assessed and visualized by the use of metrics. To test this approach, we perform two experiments. We adopt well known software analysis techniques, e.g., clone detection and test coverage analysis, and assess the quality of two real world documentations, that of a mobile phone and of (parts of) a warship. The experiments show that quality issues can be identified and that the approach is promising.","","978-1-4244-8539-0","10.1109/QUATIC.2010.88","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5656407","Information quality;Quality assurance;Software metrics;Documentation","Documentation;Measurement;Cloning;Testing;Software quality;Mobile handsets","quality assurance;software metrics;software quality;system documentation","metrics-based approach;technical documentation quality;goal-question-metric paradigm;software analysis;clone detection;test coverage analysis;mobile phone;warship;software metrics;quality assurance;information quality","","13","","22","IEEE","3 Dec 2010","","","IEEE","IEEE Conferences"
"Collecting Quality Requirements Using Quality Models and Goals","R. Plösch; A. Mayr; C. Korner","Institute for Business Informatics-Software Engineering, Johannes Kepler University Linz, Linz, Austria; Institute for Business Informatics-Software Engineering, Johannes Kepler University Linz, Linz, Austria; Corporate Technology Siemens AG, Munich, Germany","2010 Seventh International Conference on the Quality of Information and Communications Technology","3 Dec 2010","2010","","","198","203","Determining the quality of a software product basically deals with checking the fulfillment of functional and quality requirements. Therefore, specifying useful and testable quality requirements is a central challenge. Many existing approaches focus on eliciting quality requirements, but often neglect the specification of respective test criteria. We present a bipartite approach that focuses on collecting testable quality requirements with quality models or goals as initial input. Firstly, using operational quality models enables us to derive measures in a goal-oriented approach that serve as basis for the specification of testable quality requirements. Secondly, identifying obstacles that obstruct goals helps closing gaps and enhances quality models. Our approach contributes to sharing and reusing common quality requirements by facilitating their specification based on a quality model. An initial application of our approach shows that it leads to quality requirements with clear criteria for testability. Nonetheless, the approach requires further applications in order to validate it in more detail and to identify improvement potentials.","","978-1-4244-8539-0","10.1109/QUATIC.2010.42","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5655265","quality requirement;quality model;goal;measure","Software;Software measurement;Libraries;Java;Unified modeling language;Biological system modeling;ISO standards","formal specification;object-oriented programming;program testing;software quality","quality models;software product quality;functional requirements;bipartite approach;testable quality requirements;goal-oriented approach","","3","","19","IEEE","3 Dec 2010","","","IEEE","IEEE Conferences"
"Improving the Design of Existing Web Applications","M. L. Bernardi; G. A. Di Lucca; D. Distante","Department of Engineering, University of Sannio, Italy; Department of Engineering, University of Sannio, Italy; Faculy of Economics, Unitelma Sapienza University, Italy","2010 Seventh International Conference on the Quality of Information and Communications Technology","3 Dec 2010","2010","","","499","504","Despite several methodologies have been defined to support the disciplined development of Web applications, often such methodologies are not applied in the practice, mainly due to the short time-to-market and resource constraints. As a consequence, existing (i.e. legacy) Web applications often lack in design quality. This paper proposes a model-driven semi-automatic redesign approach to improve the design of existing Web applications. The approach analyzes the client side HTML pages of the application to recover its conceptual model according to the Ubiquitous Web Applications design methodology. The recovered model is then used as a starting point to define a new design for the application, adopting the Model-View-Controller architectural pattern and the Java Server Faces technology. A concrete example of the application of the approach to redesign a real world Web site is also described.","","978-1-4244-8539-0","10.1109/QUATIC.2010.89","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5656403","Web Applications Quality Improvement;Web Application Redesign;Reverse Engineering;UWA","Navigation;Analytical models;Unified modeling language;Semantics;Publishing;HTML;Films","Java;software architecture;ubiquitous computing;Web design","design quality;model-driven semiautomatic redesign approach;client side HTML pages;ubiquitous Web applications design methodology;model-view-controller architectural pattern;Java server faces technology","","2","","17","IEEE","3 Dec 2010","","","IEEE","IEEE Conferences"
"Enhancing Source-Based Clone Detection Using Intermediate Representation","G. M. K. Selim; K. C. Foo; Y. Zou","School of Computing, Queen's University, Kingston, ONT, Canada; Department of Electrical and Computer Engineering, Queen's University, Kingston, ONT, Canada; Department of Electrical and Computer Engineering, Queen's University, Kingston, ONT, Canada","2010 17th Working Conference on Reverse Engineering","29 Nov 2010","2010","","","227","236","Detecting software clones in large scale projects helps improve the maintainability of large code bases. The source code representation (e.g., Java or C files) of a software system has traditionally been used for clone detection. In this paper, we propose a technique that transforms the source code to an intermediate representation, and then reuses established source-based clone detection techniques to detect clones in the intermediate representation. The clones are mapped back to the source code and are used to augment the results reported by source-based clone detection. We demonstrate the performance of our new technique using systems from the Bellon clone evaluation benchmark. The result shows that our technique can detect Type 3 clones. Our technique has higher recall with minimal drop in precision using Bellon corpus. By examining the complete clone groups, our technique has higher precision than the standalone string based and token based clone detectors.","2375-5369","978-1-4244-8911-4","10.1109/WCRE.2010.33","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5645563","software clones;intermediate representation;token based clone detection tools;string based clone detection tools","Cloning;Java;Detectors;Merging;Benchmark testing;Encoding;Binary codes","program diagnostics;software maintenance","source based clone detection;software clone detection;software maintenance;large code base;source code representation;intermediate representation;Bellon clone evaluation benchmark;Bellon corpus","","23","","32","IEEE","29 Nov 2010","","","IEEE","IEEE Conferences"
"From Whence It Came: Detecting Source Code Clones by Analyzing Assembler","I. J. Davis; M. W. Godfrey","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, ONT, Canada; David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, ONT, Canada","2010 17th Working Conference on Reverse Engineering","29 Nov 2010","2010","","","242","246","To date, most clone detection techniques have concentrated on various forms of source code analysis, often by analyzing token streams. In this paper, we introduce a complementary technique of analyzing generated assembler for clones. This approach is appealing as it is mostly impervious to trivial changes in the source, with compilation serving as a kind of normalization technique. We have built detectors to analyze both Java VM code as well as GCC Linux assembler for C and C++. In the paper, we describe our approach and show how it can serve as a valuable complementary semantic approach to syntactic source code based detection.","2375-5369","978-1-4244-8911-4","10.1109/WCRE.2010.35","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5645565","Clone Detection;Reverse Engineering","Cloning;Java;Software;Reverse engineering;Image edge detection;Syntactics;Arrays","C++ language;Java;Linux;program assemblers;program compilers;source coding","clone detection technique;source code analysis;assembler analysis;normalization technique;Java VM code;GCC Linux assembler;C;C++;syntactic source code based detection","","21","1","11","IEEE","29 Nov 2010","","","IEEE","IEEE Conferences"
"Highly Configurable and Extensible Code Clone Detection","B. Biegel; S. Diehl","University of Trier, Germany; University of Trier, Germany","2010 17th Working Conference on Reverse Engineering","29 Nov 2010","2010","","","237","241","Code clone detection is an enabling technology for plenty of applications, each having different requirements to a clone detector. In this paper we present a generic pipeline model of the code clone detection process. Based on this model we developed the JCCD code clone detection API for implementing custom clone detectors. By combining and parameterizing predefined API components as well as by adding new components, the pipeline model does not only facilitate to build new clone detectors, but also to parallelize the detection process.","2375-5369","978-1-4244-8911-4","10.1109/WCRE.2010.34","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5645564","","Cloning;Pipelines;Detectors;Runtime;Software;Data preprocessing","application program interfaces;Java;pipeline processing","generic pipeline model;Java Code Clone Detection;API","","13","","16","IEEE","29 Nov 2010","","","IEEE","IEEE Conferences"
"Studying the Impact of Clones on Software Defects","G. M. K. Selim; L. Barbour; W. Shang; B. Adams; A. E. Hassan; Y. Zou","Queen's University, Kingston, Canada; Queen's University, Kingston, Canada; Queen's University, Kingston, Canada; Queen's University, Kingston, Canada; Queen's University, Kingston, Canada; Queen's University, Kingston, Canada","2010 17th Working Conference on Reverse Engineering","29 Nov 2010","2010","","","13","21","There are numerous studies that examine whether or not cloned code is harmful to software systems. Yet, few of them study which characteristics of cloned code in particular lead to software defects. In our work, we use survival analysis to understand the impact of clones on software defects and to determine the characteristics of cloned code that have the highest impact on software defects. Our survival models express the risk of defects in terms of basic predictors inherent to the code (e.g., LOC) and cloning predictors (e.g., number of clone siblings). We perform a case study using two clone detection tools on two large, long-lived systems using survival analysis. We determine that the defect-proneness of cloned methods is specific to the system under study and that more resources should be directed towards methods with a longer 'commit history'.","2375-5369","978-1-4244-8911-4","10.1109/WCRE.2010.11","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5645480","","Cloning;Hazards;Predictive models;Data models;Software;Correlation;Mathematical model","software fault tolerance;statistical analysis","software defects;cloning predictors;clone detection tools;survival analysis","","41","","23","IEEE","29 Nov 2010","","","IEEE","IEEE Conferences"
"Understanding Feature Evolution in a Family of Product Variants","Y. Xue; Z. Xing; S. Jarzabek","School of Computing, National University of Singapore, Singapore; School of Computing, National University of Singapore, Singapore; School of Computing, National University of Singapore, Singapore","2010 17th Working Conference on Reverse Engineering","29 Nov 2010","2010","","","109","118","Existing software product variants, developed by ad hoc reuse such as copy-paste-modify, are often a starting point for building Software Product Line (SPL). Understanding of how features evolved in product variants is a prerequisite to transition from ad hoc to systematic SPL reuse. We propose a method that assists analysts in detecting changes to product features during evolution. We first entail that features and their inter-dependencies for each product variant are documented as product feature model. We then apply model differencing algorithm to identify evolutionary changes that occurred to features of different product variants. We evaluate the effectiveness of our approach on a family of medium-size financial systems. We also investigate the scalability of our approach with synthetic data. The evaluation demonstrates that our approach yields good results and scales to large systems. Our approach enables the subsequent variability analysis and consolidation of product variants in the task of reengineering product variants into SPL.","2375-5369","978-1-4244-8911-4","10.1109/WCRE.2010.20","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5645450","","Feature extraction;Object oriented modeling;Unified modeling language;Merging;Analytical models;Authentication;Catalogs","software engineering","software product variants;software feature evolution;software product line;model differencing algorithm;medium-size financial systems;variability analysis","","10","","40","IEEE","29 Nov 2010","","","IEEE","IEEE Conferences"
"Computer-Aided Extraction of Software Components","A. Marx; F. Beck; S. Diehl","University of Trier, Germany; University of Trier, Germany; University of Trier, Germany","2010 17th Working Conference on Reverse Engineering","29 Nov 2010","2010","","","183","192","In a software project, outsourcing the development of a particular functionality, reusing a part in another software, or handing-over a part of the code to a new team member requires the extraction of an independent subset of the software-a component. This paper describes and analyzes the process of extracting such a component. We introduce an automated approach based on optimizing the cut between the new component and the remaining system. A visual development tool implements our approach and interactively supports the extraction. Finally, we look at the results of a thinking aloud user study and discuss the lessons learned about the extraction tool as well as the extraction process.","2375-5369","978-1-4244-8911-4","10.1109/WCRE.2010.28","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5645558","","Contracts;Software;Production facilities;Java;Complexity theory;Data mining;Optimization","interactive systems;outsourcing;software management;software reusability","computer aided software component extraction;software development;software project","","8","","23","IEEE","29 Nov 2010","","","IEEE","IEEE Conferences"
"Extracting the similarity in detected software clones using metrics","A. Perumal; S. Kanmani; E. Kodhai","Department of CSE, SMVEC, Puducherry, India; Department of IT, PEC, Puducherry, India; Department of IT, SMVEC, Puducherry, India","2010 International Conference on Computer and Communication Technology (ICCCT)","18 Nov 2010","2010","","","575","579","Copying a code fragment and reusing it by pasting with or without minor modifications is a common practice in software development environments. Various techniques have been proposed to find duplicated redundant code. Previous work was simple and practical methods for detecting exact and near miss clones over arbitrary program fragments in program source code by using abstract syntax trees. Our proposal is a new technique for finding similar code blocks and for quantifying their similarity. Our techniques can be used to find clone clusters, sets of code blocks all within a user-supplied similarity. It detects similar clones using metrics for type 1, type 2 of clones.","","978-1-4244-9034-9","10.1109/ICCCT.2010.5640465","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5640465","Clone Detection;Software Clones;Software Metrics;Reuse","Cloning;Fingerprint recognition;Syntactics;Software systems;Measurement;Software maintenance","software metrics;software reusability","software clone detection;software metrics;code fragment;software development environment;duplicated redundant code;miss clone;arbitrary program fragment;program source code;abstract syntax trees;code block;clone cluster;user-supplied similarity;software reuse","","6","","34","IEEE","18 Nov 2010","","","IEEE","IEEE Conferences"
"An approach to graph mining using gSpan algorithm","S. Priyadarshini; D. Mishra","Department of Computer Applications and Department of Computer Science & Engineering, ITER, SOA University, Bhubaneswar, Orissa, India; Department of Computer Applications and Department of Computer Science & Engineering, ITER, SOA University, Bhubaneswar, Orissa, India","2010 International Conference on Computer and Communication Technology (ICCCT)","18 Nov 2010","2010","","","425","430","Complex information is prevailing in every sphere of activities This call for the necessity to represent, store and manipulate complex information (e.g. detects correlations and patterns, discover explanations, construct predictive models etc.). Furthermore, being autonomously maintained, data can change in time or even change its base structure, making it difficult for representation systems to accommodate these changes. Current representation and storage systems are not very flexible in dealing with big changes and also they are not concerned with the ability of performing complex data manipulations of the sort mentioned above. On the other hand, data manipulation systems cannot easily work with structural or relational data, but just with flat data representations. We want to bridge the gap between the two, by introducing a new type of database structure, called Graph Databases (GDB), based on a natural graph representation. Our Graph Databases are able to represent as graphs any kind of information, naturally accommodate changes in data, and they also make easier for Machine Learning methods to use the stored information. Graph mining is the process of extracting sub graphs from graph database or database of graphs. The problem of discovering frequent sub graphs of graph data can be solved by constructing a candidate set of sub graphs first, and then, identifying within this candidate set those sub graphs that meet the frequent sub graph requirement.","","978-1-4244-9034-9","10.1109/ICCCT.2010.5640496","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5640496","Frequent sub graph;Label graph;Sub graph Isomorphism","Databases;Algorithm design and analysis;Data mining;Classification algorithms;Communications technology;Computers;Transforms","data mining;database management systems;learning (artificial intelligence)","graph mining;Gspan algorithm;data manipulation systems;graph database;machine learning methods","","","","9","IEEE","18 Nov 2010","","","IEEE","IEEE Conferences"
"Propagating Bug Fixes with Fast Subgraph Matching","B. Sun; G. Shu; A. Podgurski; S. Li; S. Zhang; J. Yang","Department of Electrical Engineering and Computer Science, Case Western Reserve University, USA; Department of Electrical Engineering and Computer Science, Case Western Reserve University, USA; Department of Electrical Engineering and Computer Science, Case Western Reserve University, USA; Department of Electrical Engineering and Computer Science, Case Western Reserve University, USA; Department of Electrical Engineering and Computer Science, Case Western Reserve University, USA; Department of Electrical Engineering and Computer Science, Case Western Reserve University, USA","2010 IEEE 21st International Symposium on Software Reliability Engineering","11 Nov 2010","2010","","","21","30","We present a powerful and efficient approach to the problem of propagating a bug fix to all the locations in a code base to which it applies. Our approach represents bug and fix patterns as subgraphs of a system dependence graph, and it employs a fast, index-based subgraph matching algorithm to discover unfixed bug-pattern instances remaining in a code base. We have also developed a graphical tool to help programmers specify bug patterns and fix patterns easily. We evaluated our approach by applying it to bug fixes in four large open-source projects. The results indicate that the approach exhibits good recall and precision and excellent efficiency.","2332-6549","978-1-4244-9056-1","10.1109/ISSRE.2010.36","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5635109","detection;program dependence graph;subgraph matching;graph indexing","Computer bugs;Pattern matching;Algorithm design and analysis;Labeling;Data structures;Indexing","graph theory;program debugging","bug fix propagation;subgraph matching algorithm;system dependence graph;graphical tool","","8","1","43","IEEE","11 Nov 2010","","","IEEE","IEEE Conferences"
