"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Investigating the effects of framework design knowledge in example-based framework learning","Daqing Hou","Electrical and Computer Engineering, Clarkson University, Potsdam, NY, USA","2008 IEEE International Conference on Software Maintenance","24 Oct 2008","2008","","","37","46","Studying example applications is a common approach to learning software frameworks. However, to be truly effective in adapting example solutions with high confidence and accuracy, a developer needs to learn enough about the framework designs. The empirical study described in this paper investigates the effectiveness of a new approach to framework learning, where example-based learning is augmented with instruction on framework designs. Learning framework designs up-front from an instructor helps developers acquire the necessary design knowledge and avoid the time-consuming task of recovering such knowledge from code and other artifacts. The particular question of interest in this study is how characteristics of the framework designs influence project outcome. 11 student projects are analyzed using both qualitative and quantitative methods to characterize the overall reuse practice and to detect salient patterns that address the question. The contribution of this paper is a set of well-supported hypotheses that can be tested in future studies as well as their implications.","1063-6773","978-1-4244-2613-3","10.1109/ICSM.2008.4658052","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4658052","","Visualization;Software;Education;Tutorials;Graphical user interfaces;Documentation;Java","computer science education","framework design knowledge;example-based software framework learning;qualitative methods;quantitative methods;salient pattern detection","","2","","23","IEEE","24 Oct 2008","","","IEEE","IEEE Conferences"
"Maintaining software product lines — an industrial practice","M. Jiang; J. Zhang; H. Zhao; Y. Zhou","Motorola Laboratories, Motorola, Schaumburg, IL, USA; Motorola Laboratories, Motorola, Schaumburg, IL, USA; Mobile Devices, Motorola, Libertyville, IL, USA; University of Illinois, Urbana-Champaign, Urbana, IL, USA","2008 IEEE International Conference on Software Maintenance","24 Oct 2008","2008","","","444","447","Improved product quality and accelerated software development through systematic reuse of common software assets have been the key attractions behind software product lines. Magnitude of improvement in industrial practices has been reported in the literature. However, experiences with software product line also showed that it is a rather chall enging task to maintain software product lines and families over a long period of time. The time and resources needed to manage and maintain product lines increase and quality degrades as product lines evolve. This paper describes an industrial practice of software product line maintenance and evolution. The conventional software maintenance process is enhanced with data mining techniques to uncover lost reuse pattern and defects, maintain reuse, and reduce design erosion of product lines. Case studies with mobile phone product lines are described.","1063-6773","978-1-4244-2613-3","10.1109/ICSM.2008.4658100","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4658100","","Software;Software maintenance;Data mining;Maintenance engineering;Evolution (biology);Mobile handsets;Cloning","data mining;software maintenance;software reusability","software development;software product line maintenance;software evolution;data mining;software reusability","","6","","12","IEEE","24 Oct 2008","","","IEEE","IEEE Conferences"
"A methodology to assess the impact of source code flaws in changeability, and its application to clones","A. Lozano","Computing Department and Centre for Research in Computing, Open University, UK","2008 IEEE International Conference on Software Maintenance","24 Oct 2008","2008","","","424","427","Some characteristics of source code are perceived as harmful because they evidence that design principles were not applied in certain parts of the application. This work proposes a methodology that assesses the effect of so called source code flaws in changeability. Our methodology is based on measures and indicators of the effort of changing methods. The measures are calculated with information automatically extracted from source code repositories, being therefore objective. We analyze the effect of clones in methods using the methodology, and we show its potential for better understanding the effect of low level structure in changeability.","1063-6773","978-1-4244-2613-3","10.1109/ICSM.2008.4658095","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4658095","","","software engineering;source coding","source code flaws impact;changeability;clones;low level structure effect","","3","","19","IEEE","24 Oct 2008","","","IEEE","IEEE Conferences"
"Variation analysis of context-sharing identifiers with code clones","T. Kamiya",National Institute for Advanced Industrial Science and Technology,"2008 IEEE International Conference on Software Maintenance","24 Oct 2008","2008","","","464","465","This tool demo presents a tool prototype named VACI, which extracts relations between identifiers and their contexts in source code, and classifies (sets of) identifier names. The tool has two features; the first feature analyzes software for refactorings to enable users to check the adequateness of identifier names with context information. The second feature analyzes versions of code during maintenance activities to enable users to understand changes or trends in identifier names between versions.","1063-6773","978-1-4244-2613-3","10.1109/ICSM.2008.4658106","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4658106","","Cloning;Prototypes;Filtering;Maintenance engineering;Feature extraction;Software;Java","software maintenance;software performance evaluation","code clones;variation analysis of context-sharing identifiers;VACI;source code;software refactorings;software maintenance","","5","","4","IEEE","24 Oct 2008","","","IEEE","IEEE Conferences"
"Query-based filtering and graphical view generation for clone analysis","Yali Zhang; H. A. Basit; S. Jarzabek; D. Anh; M. Low","Department of Computer Science, School of Computing, National University of Singapore, Singapore; Department of Computer Science, School of Science and Engineering, Lahore University of Management Sciences, Pakistan; Department of Computer Science, School of Computing, National University of Singapore, Singapore; Department of Computer Science, School of Computing, National University of Singapore, Singapore; Department of Computer Science, School of Computing, National University of Singapore, Singapore","2008 IEEE International Conference on Software Maintenance","24 Oct 2008","2008","","","376","385","Code clones are similar program structures recurring in software systems. Clone detectors produce much information and a challenge is to identify useful clones depending on the goals of clone analysis. To do so, further abstraction, filtering and visualization of cloning information, with the involvement of a human expert, is required. In this paper, we describe a technique for filtering and visualization of cloning information generated by Clone Miner, a clone detection tool presented in our earlier work. Unique benefit and contribution of our approach is that a human expert can define a wide range of filters to extract abstract views of the cloning data using a clone-query system to suit specific needs of clone analysis. We then produce standardized graphical presentations of those views for various types of clone queries. We implemented the technique into an Eclipse plug-in called Clone Visualizer. Clone Visualizer works closely with Clone Miner which not only finds similar code fragments (simple clones) but also finds higher-level abstractions of the cloning information. Our method is the first attempt to address filtering and visualization of those higher level cloning abstractions. We illustrate application of our technique with examples from a clone analysis project with Clone Miner and Clone Visualizer.","1063-6773","978-1-4244-2613-3","10.1109/ICSM.2008.4658086","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4658086","","","data visualisation;query processing;software maintenance;software reliability;software reusability","query-based filtering;graphical view generation;code clone analysis;software systems;clone detectors;Clone Miner;clone detection tool;clone-query system;Eclipse plug-in;Clone Visualizer","","8","","23","IEEE","24 Oct 2008","","","IEEE","IEEE Conferences"
"Traceability for the maintenance of secure software","Y. Yu; J. Jurjens; J. Mylopoulos","Department of Computing, Open University, UK; Department of Computing, Open University, UK; Department of Computer Science, University of Toronto, Canada","2008 IEEE International Conference on Software Maintenance","24 Oct 2008","2008","","","297","306","Traceability links among different software engineering artifacts make explicit how a software system was implemented to accommodate its requirements. For secure and dependable software system development, one must ensure the linked entities are truly traceable to each other and the links are updated to reflect true traceability among changed entities. However, traditional traceability relationships link recovery techniques are not accurate enough. To address this problem, we propose a traceability technique based on refactoring, which is then continuously integrated with other software maintenance activities. Applying our traceability technique to the proven SSL protocol design, we found a significant vulnerability bug in its open-source implementation. The results also demonstrate the level of accuracy and change resilience of our technique that enable reuse of the traceability-related analysis on different implementations.","1063-6773","978-1-4244-2613-3","10.1109/ICSM.2008.4658078","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4658078","traceability;refactoring;maintenance;security","Security;Maintenance engineering;Unified modeling language;Protocols;Software;Specification languages;Software systems","program debugging;public domain software;software maintenance","maintenance traceability;software security;software engineering artifacts;traceability relationships link recovery techniques;SSL protocol design;vulnerability bug;open-source implementation","","9","2","25","IEEE","24 Oct 2008","","","IEEE","IEEE Conferences"
"Constructive architecture compliance checking — an experiment on support by live feedback","J. Knodel; D. Muthig; D. Rost","Fraunhofer Institute of Experimental Software Engineering (IESE), Kaiserslautern, Germany; Fraunhofer Institute of Experimental Software Engineering (IESE), Kaiserslautern, Germany; Fraunhofer Institute of Experimental Software Engineering (IESE), Kaiserslautern, Germany","2008 IEEE International Conference on Software Maintenance","24 Oct 2008","2008","","","287","296","This paper describes our lessons learned and experiences gained from turning an analytical reverse engineering technology - architecture compliance checking - into a constructive quality engineering technique. Constructive compliance checking constantly monitors the modifications made by developers. When a structural violation is detected, the particular developer receives live feedback allowing prompt removal of the violations and hence, training the developers on the architecture. An experiment with six component development teams gives evidence that this training pro-actively prevents architecture decay. The three teams supported by the live compliance checking inserted about 60% less structural violations into the architecture than did the three other development teams. Based on the results, we claim that constructive compliance checking is a promising application of reverse engineering technology to the software implementation phase.","1063-6773","978-1-4244-2613-3","10.1109/ICSM.2008.4658077","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4658077","architecture compliance checking;software architecture;product line engineering;PuLSE;SAVE;technology transfer","Computer architecture;Software systems;Servers;Software engineering;Monitoring;Testing;Materials","conformance testing;program diagnostics;reverse engineering;software architecture;software quality","architecture compliance checking;live feedback;analytical reverse engineering technology;quality engineering;component development teams;constructive compliance checking","","12","","24","IEEE","24 Oct 2008","","","IEEE","IEEE Conferences"
"Assessing the effect of clones on changeability","A. Lozano; M. Wermelinger","Computing Department and Centre for Research in Computing, Open University, UK; Computing Department and Centre for Research in Computing, Open University, UK","2008 IEEE International Conference on Software Maintenance","24 Oct 2008","2008","","","227","236","To prioritize software maintenance activities, it is important to identify which programming flaws impact most on an applicationpsilas evolution. Recent empirical studies on such a flaw, code clones, have focused on one of the arguments to consider clones harmful, namely, that related clones are not updated consistently. We believe that a wider notion is needed to assess the effect of cloning on evolution. This paper compares measures of the maintenance effort on methods with clones against those without. Statistical and graphical analysis suggests that having a clone may increase the maintenance effort of changing a method. The effort seems to increase depending on the percentage of the system affected whenever the methods that share the clone are modified. We also found that some methods seem to increase significantly their maintenance effort when a clone was present. However, the characteristics analyzed in these methods did not reveal any systematic relation between cloning and such maintenance effort increase.","1063-6773","978-1-4244-2613-3","10.1109/ICSM.2008.4658071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4658071","","Cloning;Maintenance engineering;Evolution (biology);Algorithm design and analysis;Software;Programming;Computer bugs","graph theory;software maintenance;statistical analysis","changeability;software maintenance;programming flaws;code clones;statistical analysis;graphical analysis","","82","","22","IEEE","24 Oct 2008","","","IEEE","IEEE Conferences"
"The road ahead for Mining Software Repositories","A. E. Hassan","Software Analysis and Intelligence Lab (SAIL), School of Computing, Queen's University, Canada","2008 Frontiers of Software Maintenance","24 Oct 2008","2008","","","48","57","Source control repositories, bug repositories, archived communications, deployment logs, and code repositories are examples of software repositories that are commonly available for most software projects. The mining software repositories (MSR) field analyzes and cross-links the rich data available in these repositories to uncover interesting and actionable information about software systems. By transforming these repositories from static record-keeping ones into active repositories, we can guide decision processes in modern software projects. For example, data in source control repositories, traditionally used to archive code, could be linked with data in bug repositories to help practitioners propagate complex changes and to warn them about risky code based on prior changes and bugs. In this paper, we present a brief history of the MSR field and discuss several recent achievements and results of using MSR techniques to support software research and practice. We then discuss the various opportunities and challenges that lie in the road ahead for this important and emerging field.","","978-1-4244-2654-6","10.1109/FOSM.2008.4659248","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4659248","","Software;Data mining;Computer bugs;Software systems;Software engineering;Complexity theory;History","data mining;decision making;program debugging;project management;software engineering","source control repositories;bug repositories;archived communications;deployment logs;code repositories;mining software repositories field;decision processes;modern software projects","","150","4","68","IEEE","24 Oct 2008","","","IEEE","IEEE Conferences"
"Dealing with crosscutting concerns in existing software","L. Moonen","Simula Research Laboratory, Norway","2008 Frontiers of Software Maintenance","24 Oct 2008","2008","","","68","77","This paper provides a roadmap for dealing with crosscutting concerns while trying to understand, maintain, and evolve existing software systems. We describe an integrated, systematic, approach that helps a software engineer with identifying, documenting and migrating crosscutting concerns in the source code of a software system, and discuss the integration considerations. We conclude with a number of lessons learned and directions for future research.","","978-1-4244-2654-6","10.1109/FOSM.2008.4659250","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4659250","","Software;Data mining;Software systems;Observers;Scattering;Evolution (biology);Cloning","software maintenance","crosscutting;software systems;software engineering;software maintenance","","2","","53","IEEE","24 Oct 2008","","","IEEE","IEEE Conferences"
"Frontiers of reverse engineering: A conceptual model","G. Canfora; M. Di Penta","Rcost-University of Sannio, Benevento, Italy; Rcost-University of Sannio, Benevento, Italy","2008 Frontiers of Software Maintenance","24 Oct 2008","2008","","","38","47","Software reverse engineering is a crucial task to reconstruct high-level views of a software system - with the purpose of understanding and/or maintaining it - when the only reliable source of information is the source code, or even the system binaries. This paper discusses key reverse engineering concepts through a UML conceptual model. Specifically, the model is composed of a set of UML class diagrams describing relationships existing among reverse engineering processes, tools, artifacts, and stakeholders.","","978-1-4244-2654-6","10.1109/FOSM.2008.4659247","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4659247","","Software;Reverse engineering;Data mining;Unified modeling language;Analytical models;Computer architecture;Documentation","reverse engineering;software engineering;Unified Modeling Language","software reverse engineering;software system;source code;UML class diagrams","","6","","59","IEEE","24 Oct 2008","","","IEEE","IEEE Conferences"
"Frontiers of software clone management","R. Koschke","Universitat Bremen, Bremen, Bremen, DE","2008 Frontiers of Software Maintenance","24 Oct 2008","2008","","","119","128","Ad-hoc reuse through copy-and-paste occurs frequently in practice affecting the evolvability of software. This paper summarizes the state of the art in software clone management (detection, tracking, presentation, assessing, removal, changing) and the empirical knowledge we have gained so far. In the course of the summary, the paper identifies further research potential.","","978-1-4244-2654-6","10.1109/FOSM.2008.4659255","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4659255","","Cloning;Software;Redundancy;Evolution (biology);Computer bugs;Kernel;Linux","software management","software clone management;ad-hoc reuse;software evolvability","","32","","99","IEEE","24 Oct 2008","","","IEEE","IEEE Conferences"
"Using Semantic clustering to enhance the navigation structure of Web sites","G. Scanniello; D. Distante; M. Risi","Department of Mathematics and Computer Science, University of Basilicata, Italy; Faculty of Economics, Tel.M.A. University, Italy; Department of Mathematics and Computer Science, University of Salerno, Italy","2008 10th International Symposium on Web Site Evolution","21 Oct 2008","2008","","","55","64","This paper presents an automatic approach based on semantic clustering to enhance the navigation structure of Web sites. The approach extends the navigation structure of a Web site by introducing a set of links that enable the navigation from each page of the site to other pages showing similar or related content. The approach uses Latent Semantic Indexing to compute a dissimilarity measure between the pages of the site and a Graph-Theoretic clustering algorithm to group pages having similar or related content. The additional links connecting each page of the site to the others within the same cluster are dynamically injected into each page by using AJAX code. A prototype of a supporting tool and the results from a case study conducted to assess the feasibility of the approach are also presented.","1550-4441","978-1-4244-2790-1","10.1109/WSE.2008.4655396","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4655396","clone detection;clustering;information retrieval;reverse engineering","","graph theory;indexing;Java;pattern clustering;Web sites;XML","semantic clustering;navigation structure;Web sites;latent semantic indexing;graph-theoretic clustering;AJAX code","","6","","39","IEEE","21 Oct 2008","","","IEEE","IEEE Conferences"
"On clustering based aspect mining","G. S. Cojocar; G. Czibula","Department of Computer Science, Babes Bolyai University, Cluj-Napoca, Romania; Department of Computer Science, Babes Bolyai University, Cluj-Napoca, Romania","2008 4th International Conference on Intelligent Computer Communication and Processing","10 Oct 2008","2008","","","129","136","Clustering is a division of data into groups of similar objects. Aspect mining is a process that tries to identify crosscutting concerns in existing software systems. The goal is to refactor the existing systems to use aspect oriented programming in order to make them easier to maintain and to evolve. The aim of this paper is to comparatively analyze and evaluate the results obtained by different clustering algorithms in aspect mining. The evaluation is performed on an open source case study using four measures.","","978-1-4244-2673-7","10.1109/ICCP.2008.4648364","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4648364","","Clustering algorithms;Distance measurement;Software systems;Partitioning algorithms;Heuristic algorithms;Data mining;Algorithm design and analysis","data mining;pattern clustering","data clustering;aspect mining;software systems;aspect oriented programming","","8","","36","IEEE","10 Oct 2008","","","IEEE","IEEE Conferences"
"Cleman: Comprehensive Clone Group Evolution Management","T. T. Nguyen; H. A. Nguyen; N. H. Pham; J. M. Al-Kofahi; T. N. Nguyen","Electrical and Computer Engineering Department, Iowa State University, USA; Electrical and Computer Engineering Department, Iowa State University, USA; Electrical and Computer Engineering Department, Iowa State University, USA; Electrical and Computer Engineering Department, Iowa State University, USA; Electrical and Computer Engineering Department, Iowa State University, USA","2008 23rd IEEE/ACM International Conference on Automated Software Engineering","7 Oct 2008","2008","","","451","454","Recent research results have shown more benefits of the management of code clones, rather than detecting and removing them. However, existing management approaches for code clone group evolution are still ad hoc, unsatisfactory, and limited. In this paper, we introduce a novel method for comprehensive code clone group management in evolving software. The core of our method is Cleman, an algorithmic framework that allows for a systematic construction of efficient and accurate clone group management tools. Clone group management is rigorously formulated by a formal model, which provides the foundation for Cleman framework. We use Cleman framework to build a clone group management tool that is able to detect high-quality clone groups and efficiently manage them when the software evolves. We also conduct an empirical evaluation on real-world systems to show the flexibility of Cleman framework and the efficiency, completeness, and incremental updatability of our tool.","1938-4300","978-1-4244-2187-9","10.1109/ASE.2008.71","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4639364","","Cloning;Evolution (biology);Software;Distance measurement;Software systems;Manuals;Feature extraction","software engineering","code clone group evolution management;comprehensive code clone group management;evolving software;algorithmic framework;formal model;Cleman framework;software evolution","","8","","13","IEEE","7 Oct 2008","","","IEEE","IEEE Conferences"
"Automated Aspect Recommendation through Clustering-Based Fan-in Analysis","D. Zhang; Y. Guo; X. Chen","Key laboratory of High Confidence Software Technologies (Ministry of Education) Institute of Software, School of Electronics Engineering and Computer Science, Peking University, China; Key laboratory of High Confidence Software Technologies (Ministry of Education) Institute of Software, School of Electronics Engineering and Computer Science, Peking University, China; Key laboratory of High Confidence Software Technologies (Ministry of Education) Institute of Software, School of Electronics Engineering and Computer Science, Peking University, China","2008 23rd IEEE/ACM International Conference on Automated Software Engineering","7 Oct 2008","2008","","","278","287","Identifying code implementing a crosscutting concern (CCC) automatically can benefit the maintainability and evolvability of the application. Although many approaches have been proposed to identify potential aspects, a lot of manual work is typically required before these candidates can be converted into refactorable aspects. In this paper, we propose a new aspect mining approach, called clustering-based fan-in analysis (CBFA), to recommend aspect candidates in the form of method clusters, instead of single methods. CBFA uses a new lexical based clustering approach to identify method clusters and rank the clusters using a new ranking metric called cluster fan- in. Experiments on Linux and JHotDraw show that CBFA can provide accurate recommendations while improving aspect mining coverage significantly compared to other state-of-the-art mining approaches.","1938-4300","978-1-4244-2187-9","10.1109/ASE.2008.38","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4639331","","Linux;Java;Kernel;Clustering algorithms;Synchronization;Data mining;Manuals","object-oriented programming;program diagnostics;software metrics","automated aspect recommendation;clustering-based fan-in analysis;crosscutting concern;refactorable aspects;aspect mining;method clusters;lexical based clustering;ranking metric","","16","","21","IEEE","7 Oct 2008","","","IEEE","IEEE Conferences"
"Generic Patch Inference","J. Andersen; J. L. Lawall","DIKU, University of Copenhagen, Copenhagen, Denmark; DIKU, University of Copenhagen, Copenhagen, Denmark","2008 23rd IEEE/ACM International Conference on Automated Software Engineering","7 Oct 2008","2008","","","337","346","A key issue in maintaining Linux device drivers is the need to update drivers in response to evolutions in Linux internal libraries. Currently, there is little tool support for performing and documenting such changes. In this paper we present a tool, spdiff, that identifies common changes made in a set of pairs of files and their updated versions, and extracts a generic patch performing those changes. Library developers can use our tool to extract a generic patch based on the result of manually updating a few typical driver files, and then apply this generic patch to other drivers. Driver developers can use it to extract an abstract representation of the set of changes that others have made. Our experiments on recent changes in Linux show that the inferred generic patches are more concise than the corresponding patches found in commits to the Linux source tree while being safe with respect to the changes performed in the provided pairs of driver files.","1938-4300","978-1-4244-2187-9","10.1109/ASE.2008.44","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4639337","","Evolution (biology);Linux;Safety;Driver circuits;Libraries;Pattern matching;Compounds","device drivers;Linux;program diagnostics;software libraries;software maintenance;software tools","Linux device driver maintenance;Linux internal library;spdiff tool;generic patch inference;abstract representation","","23","6","7","IEEE","7 Oct 2008","","","IEEE","IEEE Conferences"
"Is Cloned Code More Stable than Non-cloned Code?","J. Krinke","Fern Universiät Hagen, Hagen, Germany","2008 Eighth IEEE International Working Conference on Source Code Analysis and Manipulation","3 Oct 2008","2008","","","57","66","This paper presents a study on the stability of cloned code. The results from an analysis of 200 weeks of evolution of five software system show that the stability as measured by changes to the system is dominated by the deletion of code clones. It can also be observed that additions to a systems are more often additions to non-cloned code than additions to cloned code. If the dominating factor of deletions is eliminated, it can generally be concluded that cloned code is more stable than non-cloned code.","","978-0-7695-3353-7","10.1109/SCAM.2008.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4637539","","Cloning;Evolution (biology);Java;Software systems;Software;Stability analysis;History","software engineering","cloned code stability;non cloned code;software system;software development","","84","","23","IEEE","3 Oct 2008","","","IEEE","IEEE Conferences"
"User-centered, evolutionary search in conceptual software design","C. L. Simons; I. C. Parmee","Advanced Design and Decision making Laboratory, University of West of England, UK; Advanced Design and Decision making Laboratory, University of West of England, UK","2008 IEEE Congress on Evolutionary Computation (IEEE World Congress on Computational Intelligence)","23 Sep 2008","2008","","","869","876","Although much evidence exists to suggest that conceptual software engineering design is a difficult task for software engineers to perform, current computationally intelligent tool support for software engineers is limited. While search-based approaches involving module clustering and refactoring have been proposed and show promise, such approaches are downstream in terms of the software development lifecycle - the designer must manually produce a design before search-based clustering and refactoring can take place. Interactive, user-centered search-based approaches, on the other hand, support the designer at the beginning of, and during, conceptual software design, and are investigated in this paper by means of a case study. Results show that interactive evolutionary search, supported by software agents, appears highly promising. As an open system, search is steered jointly by designer preferences and software agents. Directly traceable to the design problem domain, a mass of useful and interesting conceptual class designs are arrived at which may be visualized by the designer with quantitative measures of structural integrity such as design coupling and class cohesion. The conceptual class designs are found to be of equivalent or better coupling and cohesion when compared to a manual conceptual design of the case study, and by exploiting concurrent execution, the performance of the software agents is highly favorable.","1941-0026","978-1-4244-1822-0","10.1109/CEC.2008.4630898","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4630898","","Evolutionary computation","interactive systems;open systems;software agents;software architecture;user centred design","conceptual software design;software engineering design;interactive user-centered search;interactive evolutionary search;software agent;open system;conceptual class design","","10","","32","IEEE","23 Sep 2008","","","IEEE","IEEE Conferences"
"Jump-Starting Software Product Lines with Clone Detection","A. M. Dalgarno","Software Acumen Ltd., Cambridge","2008 12th International Software Product Line Conference","19 Sep 2008","2008","","","351","351","Clone detection, the systematic identification ofidentical or near-identical code fragments, is apowerful tool for launching a software product linefrom an existing code base and for maintaining asoftware product line once it is in operation.This session illustrates the concept of clonedetection and places it in a product line context.","","978-0-7695-3303-2","10.1109/SPLC.2008.55","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4626868","clone detection;software product lines","Cloning;Software;Organizations;Conferences;Maintenance engineering;Evolution (biology);Reverse engineering","product development;software reusability","software product lines;clone detection;near-identical code fragments","","1","","4","IEEE","19 Sep 2008","","","IEEE","IEEE Conferences"
"Model-Based Design of Product Line Components in the Automotive Domain","K. Yoshimura; T. Forster; D. Muthig; D. Pech","Fraunhofer Institute of Experimental Software Engineering (IESE), Kaiserslautern, Germany; Fraunhofer Institute of Experimental Software Engineering (IESE), Kaiserslautern, Germany; Hitachi Research Laboratory, Hitachi and Limited, Ibaraki, Japan; Fraunhofer Institute of Experimental Software Engineering (IESE), Kaiserslautern, Germany","2008 12th International Software Product Line Conference","19 Sep 2008","2008","","","170","179","For installing product line engineering in practice, strategies are needed that are composed of smaller steps where, on the one hand, each of them represents a well-defined move towards the ultimate goal of a well-functioning product line organization but, on the other hand, does not bear unmanageable risks. Hence product line approaches like Fraunhofer PuLSETM must define such steps, as well as provide a framework that supports their systematic combination into a tailored organizational strategy for installing product line engineering. This paper presents one step of such a strategy that focuses on the design activity. A well-known model-based design approach from the automotive domain is extended by the concept of variability and decision modeling. The resulting method has been prototyped and validated in a controlled environment. The measured results show that the method can be easily applied and leads to an effort distribution analogously to the typical product line curve.","","978-0-7695-3303-2","10.1109/SPLC.2008.20","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4626851","variability management;model driven development;product line engineering;decision model;component engineering","Unified modeling language;Automotive engineering;Mathematical model;Organizations;Engines;Software;Adaptation model","automotive engineering;CAD;production engineering computing","model-based design;automotive domains;product line engineering;model-based design approach;decision modeling;product line curve","","2","","13","IEEE","19 Sep 2008","","","IEEE","IEEE Conferences"
"Applying aspect oriented service control in IMS network","Jia Jia Wen; Li Na Ren; Lee Longmore; Qi Yu","IBM China Research Laboratory, China; IBM China Research Laboratory, China; IBM S and D Communication Sector; IBM China Research Laboratory, China","NOMS 2008 - 2008 IEEE Network Operations and Management Symposium","26 Aug 2008","2008","","","742","746","Service delivery is vital for the success of IMS network in telecom. Current approaches focus on combining existing services into a new composite service. However, there are further requirements for enabling telecom operator to dynamically personalize, manage and enhance user services at runtime outside of the application logic itself. We observe the need and present the SCL (Service Control Layer), an adaptive middleware between the service and network plane in IMS. By using aspect oriented technology, the SCL provide operators with the requisite fine-grained control over service delivery","2374-9709","978-1-4244-2065-0","10.1109/NOMS.2008.4575203","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4575203","Service Management;Service Control;Aspect Oriented;IMS","Telecommunication control;Telecommunication services;Runtime;Logic;Next generation networking;Programmable control;Adaptive control;Peer to peer computing;Business;Communication system control","IP networks;middleware;multimedia communication;object-oriented programming;telecommunication control","aspect oriented service control;IMS network;service delivery;telecom operator;service control layer;SCL adaptive middleware;aspect oriented programming","","1","","19","IEEE","26 Aug 2008","","","IEEE","IEEE Conferences"
"Abstracting Execution Logs to Execution Events for Enterprise Applications (Short Paper)","Z. M. Jiang; A. E. Hassan; P. Flora; G. Hamann","Queen's University, Canada; Queen's University, Canada; Research in Motion Limited, Canada; Research in Motion Limited, Canada","2008 The Eighth International Conference on Quality Software","19 Aug 2008","2008","","","181","186","Monitoring the execution of large enterprise systems is needed to ensure that such complex systems are performing as expected. However, common techniques for monitoring, such as code instrumentation and profiling have significant performance overhead, and require access to the source code and to system experts. In this paper, we propose using execution logs to monitor the execution of applications. Unfortunately, execution logs are not designed for monitoring purposes. Each occurrence of an execution event results in a different log line, since a log line contains dynamic information which varies for each occurrence of the event. We propose an approach which abstracts log lines to a set of execution events. Our approach can handle log lines without having strict requirements on the format of a log line. Through a case study on a large enterprise application, we demonstrate that our approach performs well when abstracting execution logs for large enterprise applications. We compare our approach against the SLCT tool which is commonly used to find line patterns in logs.","2332-662X","978-0-7695-3312-4","10.1109/QSIC.2008.50","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4601543","Log Abstraction;Dynamic Analysis;Monitoring;Clone","Monitoring;Instruments;Software systems;Runtime;Cloning;Software;Encoding","business data processing;system monitoring","execution logs;execution events;enterprise application;large enterprise systems;complex systems;code instrumentation;software profiling","","28","1","28","IEEE","19 Aug 2008","","","IEEE","IEEE Conferences"
"An Agile Classroom Experience: Teaching TDD and Refactoring","B. Carlson","Des Moines Area Community College, West Des Moines, IA, USA","Agile 2008 Conference","15 Aug 2008","2008","","","465","469","Teaching the agile practices of test-driven development and refactoring to entry level students can be a challenge. This paper outlines an approach to doing so with simplicity at its core. It has been an effective way to communicate not only the mechanics of the practices, but also the reasons behind why the practices are important to a professional software developer.","","978-0-7695-3321-6","10.1109/Agile.2008.39","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4599523","agile;tdd;refactoring;education","Java;Libraries;Books;Manuals;Servers;Software;Testing","computer science education;software engineering","agile classroom experience;TDD;test-driven development;entry level students;professional software developer","","3","","","IEEE","15 Aug 2008","","","IEEE","IEEE Conferences"
