"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Detecting and visualizing refactorings from software archives","C. Gorg; P. Weissgerber","Computer Science, University of Saarland, Saarbrucken, Germany; Computer Science, Catholic University of Eichstätt, Eichstatt, Germany","13th International Workshop on Program Comprehension (IWPC'05)","23 May 2005","2005","","","205","214","We perform knowledge discovery in software archives in order to detect refactorings on the level of classes and methods. Our REFVIS prototype finds these refactorings in CVS repositories and relates them to transactions and configurations. Additionally, REFVIS relates movements of methods to the class inheritance hierarchy of the analyzed project. Furthermore, we present our visualization technique that illustrates these refactorings. REFVIS provides both a class hierarchy layout and a package layout and uses color coding to distinguish different kinds of refactorings. Details on each can be displayed on demand using mouse-over tooltips. Finally, we demonstrate by case studies on two open source projects how REFVIS facilitates understanding of refactorings applied to a software project.","1092-8138","0-7695-2254-8","10.1109/WPC.2005.18","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1421036","","Visualization;Open source software;Programming profession;Data mining;Computer science;Packaging;Software performance;Software prototyping;Prototypes;Software systems","program visualisation;data mining;inheritance;reverse engineering","software archives;knowledge discovery;REFVIS prototype;CVS repository;class inheritance hierarchy;visualization technique;package layout;color coding;mouse-over tooltips;open source project;software project;refactory detection","","20","","24","IEEE","23 May 2005","","","IEEE","IEEE Conferences"
"Concise and consistent naming [software system identifier naming]","F. Deissenbock; M. Pizka","Institut für Informatik, Technische Universität München, Garching b. München, Germany; Institut für Informatik, Technische Universität München, Garching b. München, Germany","13th International Workshop on Program Comprehension (IWPC'05)","23 May 2005","2005","","","97","106","Approximately 70% of the source code of a software system consists of identifiers. Hence, the names chosen as identifiers are of paramount importance for the readability of computer programs and therewith their comprehensibility. However, virtually every programming language allows programmers to use almost arbitrary sequences of characters as identifiers which far too often results in more or less meaningless or even misleading naming. Coding style guides address this problem but are usually limited to general and hard to enforce rules like ""identifiers should be self-describing"". This paper renders adequate identifier naming far more precisely. A formal model, based on bijective mappings between concepts and names, provides a solid foundation for the definition of precise rules for concise and consistent naming. The enforcement of these rules is supported by a tool that incrementally builds and maintains a complete identifier dictionary while the system is being developed. The identifier dictionary explains the language used in the software system, aids in consistent naming, and improves productivity of programmers by proposing suitable names depending on the current context.","1092-8138","0-7695-2254-8","10.1109/WPC.2005.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1421019","","Software systems;Programming profession;Dictionaries;Productivity;Natural languages;Computer languages;Solid modeling;Computer science education;Educational programs;Software maintenance","reverse engineering;formal specification;naming services","software system identifier naming;program comprehension;bijective mappings;precise rule definition;concise naming;consistent naming;programming languages","","51","","25","IEEE","23 May 2005","","","IEEE","IEEE Conferences"
"Ranking significance of software components based on use relations","K. Inoue; R. Yokomori; T. Yamamoto; M. Matsushita; S. Kusumoto","Software Engineering Laboratory, Department of Computer Science, Graduate School of Information Science and Technology, Osaka University, Toyonaka, Osaka, Japan; Software Engineering Laboratory, Department of Computer Science, Graduate School of Information Science and Technology, Osaka University, Toyonaka, Osaka, Japan; Department of Computer Science, College of Information Science and Engineering, Ritsumeikan University, Kusatsu, Shiga, Japan; Software Engineering Laboratory, Department of Computer Science, Graduate School of Information Science and Technology, Osaka University, Toyonaka, Osaka, Japan; Software Engineering Laboratory, Department of Computer Science, Graduate School of Information Science and Technology, Osaka University, Toyonaka, Osaka, Japan","IEEE Transactions on Software Engineering","25 Apr 2005","2005","31","3","213","225","Collections of already developed programs are important resources for efficient development of reliable software systems. In this paper, we propose a novel graph-representation model of a software component library (repository), called component rank model. This is based on analyzing actual usage relations of the components and propagating the significance through the usage relations. Using the component rank model, we have developed a Java class retrieval system named SPARS-J and applied SPARS-J to various collections of Java files. The result shows that SPARS-J gives a higher rank to components that are used more frequently. As a result, software engineers looking for a component have a better chance of finding it quickly. SPARS-J has been used by two companies, and has produced promising results.","1939-3520","","10.1109/TSE.2005.38","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1423993","Index Terms- Component rank;graph representation model;reuse models;program analysis;reusable libraries.","Software libraries;Java;Software quality;Internet;Application software;Companies;Software systems;Programming;Information retrieval;Information analysis","Java;program diagnostics;software reusability;software libraries","graph-representation model;software component library;component rank model;Java class retrieval system;software reusability;program analysis","","99","7","29","IEEE","25 Apr 2005","","","IEEE","IEEE Journals"
"COTS clusters vs. the Earth simulator: an application study using IMPACT-3D","D. Chavarria-Miranda; Guohua Jin; J. Mellor-Crummey","Department of Computer Science, Rice University, USA; Department of Computer Science, Rice University, USA; Department of Computer Science, Rice University, USA","19th IEEE International Parallel and Distributed Processing Symposium","18 Apr 2005","2005","","","10 pp.","","In 2002, Japan announced the Earth Simulator - a supercomputer based on low-volume vector processors and a custom network - and reported that computational scientists had used it to achieve 14.9 TFLOPS with the IMPACT-3D code, which is written in high performance Fortran (HPF). Of particular interest was that they had achieved this level of performance using a high-level parallel programming model. There has been considerable concern in the U.S. about the appropriateness of its hardware and software investments in super computing technology. To help assess the U.S. strategy of building systems from commodity-off-the-shelf (COTS) components, we explored using a combination of HPF and scalar compiler technology to tailor IMPACT-3D to microprocessor-based supercomputers and evaluated its performance and scalability on the AlphaServer-based Lemieux cluster at the Pittsburgh Supercomputer Center (PSC). On the Earth Simulator, IMPACT-3D achieved 45% of peak performance on 4096 processors; on 1024 processors of PSC's Lemieux, we achieved 17.29% of peak performance.","1530-2075","0-7695-2312-9","10.1109/IPDPS.2005.156","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1419914","","Earth;Supercomputers;Computational modeling;Vector processors;Computer networks;High performance computing;Parallel programming;Hardware;Investments;Appropriate technology","mainframes;parallel machines;parallel programming;FORTRAN;file servers;multiprocessing systems","COTS cluster;Earth Simulator;IMPACT-3D;supercomputer based low-volume vector processor;custom network;high performance Fortran;high-level parallel programming model;super computing technology;building system;commodity-off-the-shelf;COTS;scalar compiler technology;microprocessor-based supercomputers;AlphaServer-based Lemieux cluster;Pittsburgh Supercomputer Center","","","","21","IEEE","18 Apr 2005","","","IEEE","IEEE Conferences"
"Evolution doctor: a framework to control software system evolution","M. Di Penta","RCOST-Research Centre on Software Technology, Department of Engineering, University of Sannio, Benevento, Italy","Ninth European Conference on Software Maintenance and Reengineering","4 Apr 2005","2005","","","280","283","Real world software systems undergo, during their lifetime, to repeated maintenance activities. Due to the market pressure and to the need for having back the system operational in the shortest time possible, maintenance tends to introduce negative side effects. Some examples are the growth of the cloning percentage, the increase of library size, the presence of unused objects, or the lost of source file organization. This thesis proposes a framework, named evolution doctor, to diagnose and cure such phenomena. The framework permits the analysis and prediction of several indicators of software system evolution (size, complexity, cloning). Then, the framework defines a set of methods and tools to cure the problems: remove clones and unused objects, reorganize libraries, and restructure the source file directory organizations.","1534-5351","0-7695-2304-8","10.1109/CSMR.2005.29","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1402143","Software Evolution;Software Renovation;Clustering","Control systems;Software systems;Cloning;Software libraries;Software maintenance;Data mining;Information analysis;Hardware;User interfaces;Code standards","software maintenance;file organisation;systems re-engineering;software libraries","software system evolution;software maintenance;source file directory organization;evolution doctor framework","","5","3","14","IEEE","4 Apr 2005","","","IEEE","IEEE Conferences"
"An incremental approach to system replacement and integration","H. M. Sneed","Anecon GmbH, Vienna Austria Institut für Wirtschaftsinformatik, University of Regensburg, Bavaria, Germany","Ninth European Conference on Software Maintenance and Reengineering","4 Apr 2005","2005","","","196","205","Business users have a problem in replacing existing business application systems. Well over 50% of all replacement projects fail. The systems have become much too complex and too much knowledge about them has been lost. It is nearly impossible to reconstruct the requirements. Therefore, this paper presents an incremental, integrative approach supported by bridging tools, which allows migrating without requirements. The basic premise is to first breakup the existing systems into separate, collaborating subsystems and then to either convert them, redevelop them or to wrap them one at a time. The key is the interaction of the subsystems with each other and with the database across platform boundaries. The new subsystems can coexist with the remaining old ones until such time that all of them have been replaced.","1534-5351","0-7695-2304-8","10.1109/CSMR.2005.9","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1402132","Business Architectures;Reverse Engineering;Reengineering;Wrapping;XML;Interfaces","Costs;Software systems;Collaboration;Databases;Reverse engineering;Wrapping;XML;Information systems;Pensions;Business","reverse engineering;systems re-engineering;XML;business data processing","incremental approach;system replacement;system integration;business architectures;reverse engineering;reengineering;wrapping;XML;business application system","","8","","21","IEEE","4 Apr 2005","","","IEEE","IEEE Conferences"
"Design pattern recovery by visual language parsing","G. Costagliola; A. De Lucia; V. Deufemia; C. Gravino; M. Risi","Dipartimento di Matematica e Informatica, Università di Salerno, Fisciano, Salerno, Italy; Dipartimento di Matematica e Informatica, Università di Salerno, Fisciano, Salerno, Italy; Dipartimento di Matematica e Informatica, Università di Salerno, Fisciano, Salerno, Italy; Dipartimento di Matematica e Informatica, Università di Salerno, Fisciano, Salerno, Italy; Dipartimento di Matematica e Informatica, Università di Salerno, Fisciano, Salerno, Italy","Ninth European Conference on Software Maintenance and Reengineering","4 Apr 2005","2005","","","102","111","We propose an object oriented (OO) design pattern recovery approach which makes use of a design pattern library, expressed in terms of visual grammars, and based on a visual language parsing technique. We also present a visual environment, which supports the pattern recognition process by automatically retrieving design patterns from imported UML class diagrams. The visual environment has been automatically generated through the VLDesk system, starting from a description of the design pattern grammar.","1534-5351","0-7695-2304-8","10.1109/CSMR.2005.23","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1402119","","Pattern recognition;Libraries;Unified modeling language;Design engineering;Knowledge engineering;Data mining;Reverse engineering;Software systems;Object oriented modeling;Documentation","object-oriented programming;visual languages;grammars;Unified Modeling Language;software libraries;program compilers","object oriented design;visual grammars;visual language parsing;pattern recognition process;UML class diagrams;VLDesk system;design pattern grammar","","24","","26","IEEE","4 Apr 2005","","","IEEE","IEEE Conferences"
"An XML-based framework for language neutral program representation and generic analysis","R. Al-Ekram; K. Kontogiannis","Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ONT, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ONT, Canada","Ninth European Conference on Software Maintenance and Reengineering","4 Apr 2005","2005","","","42","51","XML applications are becoming increasingly popular to define structured or semi-structured constrained data in XML for special application areas. In pursuit there is a growing momentum of activities related to XML representation of source code in the area of program comprehension and software re-engineering. The source code and the artifacts extracted from a program are necessarily structured information that needs to be stored and exchanged among different tools. This makes XML to be a natural choice to be used as the external representation formats for program representations. Most of the XML representations proposed so far abstract the source code at the AST level. These AST representations are tightly coupled with the language grammar of the source code and hence require development of different tools for different programming languages to perform the same type of analysis. Moreover AST abstracts the program at a very fine level of granularity and hence not suitable to be used directly for higher-level sophisticated program analysis. As such, we propose XML applications for language neutral representation of programs at different levels of abstractions and by combining them we present a program representation framework in order to facilitate the development of generic program analysis tools.","1534-5351","0-7695-2304-8","10.1109/CSMR.2005.10","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1402113","","XML;Application software;Computer languages;Performance analysis;Abstracts;Markup languages;Data mining;Web sites;Equations;Telephony","abstract data types;XML;program diagnostics;systems re-engineering;software tools","language neutral program representation;generic program analysis tool;semistructured constrained data;structured constrained data;program comprehension;software re-engineering;XML representations;language grammar;source code abstraction;AST","","9","","29","IEEE","4 Apr 2005","","","IEEE","IEEE Conferences"
"Improving WCET by optimizing worst-case paths","W. Zhao; W. Kreahling; D. Whalley; C. Healy; F. Mueller","Computer Science Department, Florida State University, Tallahassee, FL, USA; Computer Science Department, Florida State University, Tallahassee, FL, USA; Computer Science Department, Florida State University, Tallahassee, FL, USA; Computer Science Department, Furman University, Greenville, SC, USA; Computer Science Department, North Carolina State University, Raleigh, NC, USA","11th IEEE Real Time and Embedded Technology and Applications Symposium","21 Mar 2005","2005","","","138","147","It is advantageous to perform compiler optimizations to lower the WCET of a task since tasks with lower WCETs are easier to schedule and more likely to meet their deadlines. Compiler writers in recent years have used profile information to detect the frequently executed paths in a program and there has been much effort to develop compiler optimizations to improve these paths in order to reduce average-case execution time. In this paper we describe our approach to reduce WCET by adapting and applying optimizations designed for frequent paths to the worst-case paths in an application. Our compiler uses feedback from our timing analyzer to detect the WCET paths through a function that will be subject to aggressive optimizations, reflect subsequent effects on the WCET of the paths due to these optimizations, and to also ensure that the worst-case path optimizations actually improve the WCET before committing to a code size increase. We evaluate a number of WC path optimizations and present results showing the decrease in WCET versus the increase in code size.","1545-3421","0-7695-2302-1","10.1109/RTAS.2005.29","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1388381","","Timing;Optical wavelength conversion;Optimizing compilers;Program processors;Performance analysis;Embedded system;Design optimization;Time factors;Information analysis;Feedback","optimising compilers;scheduling;program control structures;computational complexity","worst-case path optimization;compiler optimization;task scheduling;average-case execution time;worst-case execution time","","9","","30","IEEE","21 Mar 2005","","","IEEE","IEEE Conferences"
"Using origin analysis to detect merging and splitting of source code entities","M. W. Godfrey; L. Zou","School of Computer Science, University of Waterloo, Waterloo, ONT, Canada; School of Computer Science, University of Waterloo, Waterloo, ONT, Canada","IEEE Transactions on Software Engineering","7 Mar 2005","2005","31","2","166","181","Merging and splitting source code entities is a common activity during the lifespan of a software system; as developers rethink the essential structure of a system or plan for a new evolutionary direction, so must they be able to reorganize the design artifacts at various abstraction levels as seems appropriate. However, while the raw effects of such changes may be plainly evident in the new artifacts, the original context of the design changes is often lost. That is, it may be obvious which characters of which files have changed, but it may not be obvious where or why moving, renaming, merging, and/or splitting of design elements has occurred. In this paper, we discuss how we have extended origin analysis (Q. Tu et al., 2002), (M.W. Godfrey et al., 2002) to aid in the detection of merging and splitting of files and functions in procedural code; in particular, we show how reasoning about how call relationships have changed can aid a developer in locating where merges and splits have occurred, thereby helping to recover some information about the context of the design change. We also describe a case study of these techniques (as implemented in the Beagle tool) using the PostgreSQL database system as the subject.","1939-3520","","10.1109/TSE.2005.28","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1401931","Index Terms- Software evolution;origin analysis;restructuring;reverse engineering;and reengineering.","Merging;Software systems;History;Software maintenance;Information analysis;Database systems;Reverse engineering;Environmental management;Software tools;Documentation","reverse engineering;systems re-engineering;software maintenance;software development management;merging;SQL;reasoning about programs","merging;source code entity;software system;origin analysis;PostgreSQL database system","","137","27","25","IEEE","7 Mar 2005","","","IEEE","IEEE Journals"
"The class blueprint: visually supporting the understanding of glasses","S. Ducasse; M. Lanza","Software Composition Group, Institute of Applied Mathematics and Computer Science, University of Bern, Bern, Switzerland; Faculty of Informatics, University of Lugano, Lugano, Switzerland","IEEE Transactions on Software Engineering","14 Feb 2005","2005","31","1","75","90","Understanding source code is an important task in the maintenance of software systems. Legacy systems are not only limited to procedural languages, but are also written in object-oriented languages. In such a context, understanding classes is a key activity as they are the cornerstone of the object-oriented paradigm and the primary abstraction from which applications are built. Such an understanding is however difficult to obtain because of reasons such as the presence of late binding and inheritance. A first level of class understanding consists of the understanding of its overall structure, the control flow among its methods, and the accesses on its attributes. We propose a novel visualization of classes called class blueprint that is based on a semantically enriched visualization of the internal structure of classes. This visualization allows a software engineer to build a first mental model of a class that he validates via opportunistic code-reading. Furthermore, we have identified visual patterns that represent recurrent situations and as such convey additional, information to the viewer. The contributions of this article are the class blueprint, a novel visualization of the internal structure of classes, the identification of visual patterns, and the definition of a vocabulary based on these visual patterns. We have performed several case studies of which one is presented in depth, and validated the usefulness of the approach in a controlled experiment.","1939-3520","","10.1109/TSE.2005.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1392721","Index Terms- Object-oriented programming;software visualization;reverse engineering;visual patterns;smalltalk.","Visualization;Software maintenance;Software systems;Application software;Cognitive science;Vocabulary;Programming profession;Reverse engineering;Phase measurement;Software measurement","object-oriented programming;Smalltalk;reverse engineering;program visualisation;software maintenance;inheritance;vocabulary;formal verification","software system maintenance;legacy systems;procedural languages;object-oriented languages;late binding;class understanding;class blueprint;opportunistic code-reading;software visualization;reverse engineering;visual patterns;Smalltalk","","53","","44","IEEE","14 Feb 2005","","","IEEE","IEEE Journals"
"MobCon: A Generative Middleware Framework for Java Mobile Applications","V. Cepa; M. Mezini","Department of Computer Science, Darmstadt University of Technology, Germany; Department of Computer Science, Darmstadt University of Technology, Germany","Proceedings of the 38th Annual Hawaii International Conference on System Sciences","24 Jan 2005","2005","","","283b","283b","While dedicated technologies such as e.g., Sun's J2ME MIDP offer a simple programming model for mobile applications, appropriate support for modularizing the implementation of technical concerns such as data persistence, screen management, session management, etc. is still missing. As the result, the implementation of such concerns cuts across several applications, or even several places within a single application. In this paper, we introduce the notion of a logical mobile container aimed at automating the process of nearly transparently adding technical concerns to the core functionality of a MIDP application. The container we introduce is logical: Code generation allows us to profit from high-level abstractions without adding physical layers which are too costly for a mobile application. We present an extensible mobile container framework for MIDP applications, called MobCon, which is implemented as a generative framework based on annotations.","1530-1605","0-7695-2268-8","10.1109/HICSS.2005.431","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1385821","","Middleware;Java;Containers;Application software;Appropriate technology;Computer science;Mobile computing;Technology management;Mobile handsets;Personal digital assistants","","","","2","","41","IEEE","24 Jan 2005","","","IEEE","IEEE Conferences"
"WebSphere connector architecture evolution","S. M. Fontes; C. J. Nordstrom; K. W. Sutter","Research Triangle Park, IBM Software Group, NC, USA; IBM Software Group, Rochester, MN, USA; IBM Software Group, Rochester, MN, USA","IBM Systems Journal","6 Apr 2010","2004","43","2","316","326","The ability of applications to communicate with resources that are outside of the application server process and to use those resources efficiently has always been an important requirement for application developers. Equally important is the ability for vendors to plug in their own solutions for connecting to and using their resources. These capabilities have evolved over time in the IBM WebSphere Application Server, from the JDBC™ application programming interface to the Common Connector Framework and later to the J2EE™ Connector Architecture, the latter providing functions such as application server inbound communications, life cycle management, and work management. In this paper, the evolution of the WebSphere Application Server implementation of these architectures, their benefits, and their trade-offs are discussed. A preview of an important new architecture, the WebSphere Channel Framework Architecture (a logical extension to the J2EE Connector Architecture) is also presented.","0018-8670","","10.1147/sj.432.0316","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5386787","","","","","","1","","","","6 Apr 2010","","","IBM","IBM Journals"
"Curing schizophrenia by program rewriting in Esterel","O. Tardieu; R. de Simone","I.N.R.I.A. Sophia Antipolis, France; I.N.R.I.A. Sophia Antipolis, France","Proceedings. Second ACM and IEEE International Conference on Formal Methods and Models for Co-Design, 2004. MEMOCODE '04.","5 Jul 2005","2004","","","39","48","Synchronous languages such as Esterel can execute a series of statements in a single ""instant"" of time. If this series spans a loop iteration then it is possible that a computation local to the loop will have several distinct results during that ""instant"", which is referred to as schizophrenia. This makes the compilation of synchronous languages into more traditional computation models (such as C code or sequential logic) difficult. In a previous work (2004), we suggested to deal with schizophrenia through preprocessing in the Esterel language extended with a non-instantaneous jump statement. We now advocate for and experimented with such a program transformation, establishing the correctness, the completeness and the efficiency of our approach.","","0-7803-8509-8","10.1109/MEMCOD.2004.1459813","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1459813","","Curing;Circuits;Logic;Hardware;Silicon;Clocks;Design optimization;Mathematical model;Sequential analysis;Wire","high level languages;rewriting systems;formal verification","program rewriting;Esterel;synchronous languages","","14","","18","IEEE","5 Jul 2005","","","IEEE","IEEE Conferences"
"Domo: a force sensing humanoid robot for manipulation research","A. Edsinger-Gonzales; J. Weber","Artificial intelligence Laboratory, MIT Computer Science, Cambridge, MA, USA; Artificial intelligence Laboratory, MIT Computer Science, Cambridge, MA, USA","4th IEEE/RAS International Conference on Humanoid Robots, 2004.","20 Jun 2005","2004","1","","273","291 Vol. 1","Humanoid robots found in research and commercial use today typically lack the ability to operate in unstructured and unknown environments. Force sensing and compliance at each robot joint can allow the robot to safely act in these environments. However, these features can be difficult to incorporate into robot designs. We present a new force sensing and compliant humanoid under development in the humanoid robotics group at MIT CSAIL. The robot, named Domo, is to be a research platform for exploring issues in general dexterous manipulation, visual perception, and learning. In this paper we describe aspects of the design, detail proposed research directions for the robot, and illustrate how the design of humanoid robots can be informed by the desired research goals.","","0-7803-8863-1","10.1109/ICHR.2004.1442127","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1442127","","Humanoid robots;Robot sensing systems;Force control;Force sensors;Visual perception;Tactile sensors;Neck;Firewire;Computer science;Intelligent robots","humanoid robots;dexterous manipulators;compliance control;robot vision;force sensors","force sensing humanoid robot Domo;manipulation research;robot joint;robot designs;compliant humanoid;dexterous manipulation;visual perception","","59","","20","IEEE","20 Jun 2005","","","IEEE","IEEE Conferences"
"Non-competitive programming contest problems as the basis for just-in-time teaching","O. L. Astrachan","Department of Computer Science, Duke University, Durham, NC, USA","34th Annual Frontiers in Education, 2004. FIE 2004.","18 Apr 2005","2004","","","T3H/20","T3H/24 Vol. 1","We report on the successful use of small programming assignments that augment a just-in-time approach to teaching programming, and problem solving in the first year of computer science. The emphasis in these assignments is on algorithmic problem-solving rather than on object-oriented design and programming. Students are given a terse explanation of a problem and several non-exhaustive test cases. A programmed solution uses no I/O, but is tested via a Web-based submission system that reports success or failure for between 10 and 40 test cases. Students compile, test, and debug via the online Web-based system. There is no limit on the number of times students can test their solutions. After submission for grading, solutions are judged solely on whether they pass tests, all of which can be seen via the online testing mechanism, and not on the so-called quality of the code submitted.","0190-5848","0-7803-8552-7","10.1109/FIE.2004.1408553","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1408553","","Education;Problem-solving;System testing;Object oriented programming;Educational institutions;Algorithm design and analysis;Debugging;Array signal processing;Programming profession;Java","teaching;computer science education;Internet;problem solving;programming;educational courses","noncompetitive programming contest problems;just-in-time teaching;small programming assignments;teaching programming;computer science;algorithmic problem-solving;Web-based submission system;online testing mechanism","","11","","20","IEEE","18 Apr 2005","","","IEEE","IEEE Conferences"
"Legal concerns of Web site reverse engineering","H. M. Kienle; D. German; H. Muller","Computer Science Department, University of Victoria, Victoria, Canada; Computer Science Department, University of Victoria, Victoria, Canada; Computer Science Department, University of Victoria, Victoria, Canada","Proceedings. Sixth IEEE International Workshop on Web Site Evolution","4 Apr 2005","2004","","","41","50","Researchers involved in Web site reverse engineering are often not aware of potential legal implications of using someone else's Web site for experimentation. Even if researchers are concerned with legal problems, there is little guidance available. This paper explores the legality of Web site reverse engineering with the intent to raise awareness among researchers about this issue. The discussed legal issues encompass copyright, contract, and trespass law.","1550-4441","0-7695-2224-6","10.1109/WSE.2004.10000","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1410994","","Law;Legal factors;Reverse engineering;Protection;Costs;Manufacturing industries;Technological innovation;Computer science;Contracts;Internet","reverse engineering;Web sites;contract law;copyright","legal issues;Web site reverse engineering;copyright law;contract law;trespass law","","4","","67","IEEE","4 Apr 2005","","","IEEE","IEEE Conferences"
"The Inca Test Harness and Reporting Framework","S. Smallen; C. Olschanowsky; K. Ericson; P. Beckman; J. M. Schopf","San Diego Supercomputer Center, USA; San Diego Supercomputing Center, Iran; San Diego Supercomputer Center, USA; Argonne National Laboratory, USA; Argonne National Laboratory, USA","SC '04: Proceedings of the 2004 ACM/IEEE Conference on Supercomputing","21 Mar 2005","2004","","","55","55","Virtual organizations (VOs), communities that enable coordinated resource sharing among multiple sites, are becoming more prevalent in the high-performance computing community. In order to promote cross-site resource usability, most VOs prepare service agreements that include a minimum set of common resource functionality, starting with a common software stack and evolving into more complicated service and interoperability agreements. VO service agreements are often difficult to verify and maintain, however, because the sites are dynamic and autonomous. Automated verification of service agreements is critical: manual and user tests are not practical on a large scale. The Inca test harness and reporting framework is a generic system for the automated testing, data collection, verification, and monitoring of service agreements. This paper describes Inca’s architecture, system impact, and performance. Inca is being used by the TeraGrid project to verify software installations, monitor service availability, and collect performance data.","","0-7695-2153-3","10.1109/SC.2004.56","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1392985","","Automatic testing;System testing;Resource management;Large-scale systems;Software performance;Availability;Grid computing;Permission;Supercomputers;Laboratories","","","","12","31","45","IEEE","21 Mar 2005","","","IEEE","IEEE Conferences"
"Model-based development for time-triggered architectures","B. Dion; T. Le Sergent; B. Martin; H. Griebel","Esterel Technologies, Toulouse, France; Esterel Technologies, Toulouse, France; Esterel Technologies, Toulouse, France; TTTech, Vienna, Austria","The 23rd Digital Avionics Systems Conference (IEEE Cat. No.04CH37576)","14 Feb 2005","2004","2","","6.D.3","6.1","Time-triggered architectures (TTA) and SCADE are both well-established technologies and tools for building safety-critical embedded software. Both are based on the same time-triggered approach; TTA for the communication infrastructure and SCADE for the application components. This paper presents the integration of these two technologies and tools for the design of distributed systems 1. When completed, the breakthrough of this solution shows that it provides a single framework to: specify behavior, timing constraints, and mapping of tasks onto hardware; generate all the code needed to build communicating executables; simulate and perform formal verification of properties both for each individual task and also for the global model. Specification is accomplished with a graphical view that allows the definition of hardware nodes and mapping of any set of subsystems (a subsystem consists of several communicating tasks, all located on the same node) on these nodes. Replication is authorized and handled by the fault tolerant communication (FT-COM) layer. Code generation is supported by add-ons to the two toolsets: the complete architecture and timing information is generated from SCADE and passed to the TTP plan and TTP build functions that compute respectively the communication scheduling and the task scheduling for each node. The SCADE code generator generates certifiable C code for each task. TTP build generates the code for the scheduling of the tasks on each node. A simple wrapper code is generated to handle data transfer between the FT-COM layer and task interfaces. Simulation and formal verification are possible thanks to the same underlying paradigm for both technologies: as both the application tasks and the communication infrastructure are time-triggered, with complete determinism, a global system model can be represented and formally verified.","","0-7803-8539-X","10.1109/DASC.2004.1390733","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1390733","","Computer architecture;Application software;Embedded software;Fault tolerance;Timing;Hardware;Formal verification;Processor scheduling;Communication system control;Systems engineering and theory","embedded systems;program compilers;formal verification;safety-critical software;software fault tolerance;aerospace computing","model based development;time triggered architectures;safety critical embedded software;communication infrastructure;distributed systems;timing constraints;code generation;formal verification;graphical view;hardware nodes;fault tolerant communication layer;TTP plan functions;TTP build functions;communication scheduling;task scheduling;SCADE code generator;certifiable C code;wrapper code;data transfer;global system model;aerospace computing","","4","2","6","IEEE","14 Feb 2005","","","IEEE","IEEE Conferences"
"Clone detection in source code by frequent itemset techniques","V. Wahler; D. Seipel; J. Wolff; G. Fischer","University of Würzburg, Institute for Computer Science, Würzburg, Germany; University of Würzburg, Institute for Computer Science, Würzburg, Germany; Julius-Maximilians-Universitat Wurzburg, Wurzburg, Bayern, DE; University of Würzburg, Institute for Computer Science, Würzburg, Germany","Source Code Analysis and Manipulation, Fourth IEEE International Workshop on","24 Jan 2005","2004","","","128","135","We describe a new approach for the detection of clones in source code, which is inspired by the concept of frequent itemsets from data mining. The source code is represented as an abstract syntax tree in XML. Currently, such XML representations exist for instance for Java, C++, or PROLOG. Our approach is very flexible; it can be configured easily to work with multiple programming languages.","","0-7695-2144-4","10.1109/SCAM.2004.6","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1386166","","Cloning;Itemsets;XML;Computer languages;Testing;Software maintenance;Computer science;Data mining;Java;Programming profession","C++ language;Java;program debugging;PROLOG;source coding;XML","clone detection;source code;frequent itemset techniques;data mining;XML;Java;C++;PROLOG;multiple programming languages","","53","","18","IEEE","24 Jan 2005","","","IEEE","IEEE Conferences"
