"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Information Needs in Collocated Software Development Teams","A. J. Ko; R. DeLine; G. Venolia","Human-Computer Interaction Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Microsoft Research Limited, Redmond, WA, USA; Microsoft Research Limited, Redmond, WA, USA","29th International Conference on Software Engineering (ICSE'07)","4 Jun 2007","2007","","","344","353","Previous research has documented the fragmented nature of software development work. To explain this in more detail, we analyzed software developers' day-to-day information needs. We observed seventeen developers at a large software company and transcribed their activities in 90-minute sessions. We analyzed these logs for the information that developers sought, the sources that they used, and the situations that prevented information from being acquired. We identified twenty-one information types and cataloged the outcome and source when each type of information was sought. The most frequently sought information included awareness about artifacts and coworkers. The most often deferred searches included knowledge about design and program behavior, such as why code was written a particular way, what a program was supposed to do, and the cause of a program state. Developers often had to defer tasks because the only source of knowledge was unavailable coworkers.","1558-1225","0-7695-2828-7","10.1109/ICSE.2007.45","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4222596","","Programming;Software engineering;Writing;Switches;Information analysis;Communication switching;Content management;Cloning;File servers;Books","software engineering;systems analysis","collocated software development;information needs;program behavior","","257","5","20","IEEE","4 Jun 2007","","","IEEE","IEEE Conferences"
"Tracking Code Clones in Evolving Software","E. Duala-Ekoko; M. P. Robillard","School of Computer Science, McGill University, Montreal, QUE, Canada; School of Computer Science, McGill University, Montreal, QUE, Canada","29th International Conference on Software Engineering (ICSE'07)","4 Jun 2007","2007","","","158","167","Code clones are generally considered harmful in software development, and the predominant approach is to try to eliminate them through refactoring. However, recent research has provided evidence that it may not always be practical, feasible, or cost-effective to eliminate certain clone groups. We propose a technique for tracking clones in evolving software. Our technique relies on the concept of abstract clone region descriptors (CRD), which describe clone regions within methods in a robust way that is independent from the exact text of the clone region or its location in a file. We present our definition of CRDs, and describe a complete clone tracking system capable of producing CRDs from the output of a clone detection tool, notify developers of modifications to clone regions, and support the simultaneous editing of clone regions. We report on two experiments and a case study conducted to assess the performance and usefulness of our approach.","1558-1225","0-7695-2828-7","10.1109/ICSE.2007.90","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4222578","","Cloning;Software systems;Monitoring;Computer science;Robustness;Computer languages;Writing;Logic programming;Q factor;Programming profession","software maintenance;source coding","code clone tracking;software development;clone region descriptor;clone detection tool","","99","2","24","IEEE","4 Jun 2007","","","IEEE","IEEE Conferences"
"DECKARD: Scalable and Accurate Tree-Based Detection of Code Clones","L. Jiang; G. Misherghi; Z. Su; S. Glondu","University of California, Davis, USA; University of California, Davis, USA; University of California, Davis, USA; ENS Cachan, France","29th International Conference on Software Engineering (ICSE'07)","4 Jun 2007","2007","","","96","105","Detecting code clones has many software engineering applications. Existing approaches either do not scale to large code bases or are not robust against minor code modifications. In this paper, we present an efficient algorithm for identifying similar subtrees and apply it to tree representations of source code. Our algorithm is based on a novel characterization of subtrees with numerical vectors in the Euclidean space Rnmiddot and an efficient algorithm to cluster these vectors w.r.t. the Euclidean distance metric. Subtrees with vectors in one cluster are considered similar. We have implemented our tree similarity algorithm as a clone detection tool called DECKARD and evaluated it on large code bases written in C and Java including the Linux kernel and JDK. Our experiments show that DECKARD is both scalable and accurate. It is also language independent, applicable to any language with a formally specified grammar.","1558-1225","0-7695-2828-7","10.1109/ICSE.2007.30","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4222572","","Cloning;Robustness;Clustering algorithms;Software engineering;Fingerprint recognition;Programming profession;Application software;Euclidean distance;Java;Linux","software engineering;trees (mathematics)","Deckard;tree-based detection;code clones;software engineering;tree representations;source code;Euclidean distance metric;subtrees","","495","9","24","IEEE","4 Jun 2007","","","IEEE","IEEE Conferences"
"Using Server Pages to Unify Clones in Web Applications: A Trade-Off Analysis","D. C. Rajapakse; S. Jarzabek","Department of Computer Science, National University of Singapore, Singapore; Department of Computer Science, National University of Singapore, Singapore","29th International Conference on Software Engineering (ICSE'07)","4 Jun 2007","2007","","","116","126","Server page technique is commonly used for implementing Web application user interfaces. Server pages can represent many similar Web pages in a generic form. Yet our previous study revealed high rates of repetitions in Web applications, particularly in the user interfaces. Code duplication, commonly known as 'cloning', signals untapped opportunities to achieve simpler, smaller, more generic, and more maintainable Web applications. Using PHP server page technique, we conducted a case study to explore how far server page technique can be pushed to achieve clone-free Web applications. Our study suggests that clone unification using server pages affects system qualities (e.g., runtime performance) to an extent that may not be acceptable in many project situations. Our paper discusses the trade-offs we observed when applying server pages to unify clones in Web applications. We expect our findings to help in developing and validating complementary techniques that can unify clones without incurring such trade-offs.","1558-1225","0-7695-2828-7","10.1109/ICSE.2007.95","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4222574","","Cloning;Application software;User interfaces;Web pages;Computer science;Computer interfaces;Error correction;Productivity;Application specific processors;HTML","Internet;user interfaces","Web application user interfaces;trade-off analysis;code duplication;PHP server page technique;clone unification","","29","","21","IEEE","4 Jun 2007","","","IEEE","IEEE Conferences"
"Very-Large Scale Code Clone Analysis and Visualization of Open Source Programs Using Distributed CCFinder: D-CCFinder","S. Livieri; Y. Higo; M. Matushita; K. Inoue","Graduate School of Information Science and Technology, Osaka University, Toyonaka, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Toyonaka, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Toyonaka, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Toyonaka, Osaka, Japan","29th International Conference on Software Engineering (ICSE'07)","4 Jun 2007","2007","","","106","115","The increasing performance-price ratio of computer hardware makes possible to explore a distributed approach at code clone analysis. This paper presents D-CCFinder, a distributed approach at large-scale code clone analysis. D-CCFinder has been implemented with 80 PC workstations in our student laboratory, and a vast collection of open source software with about 400 million lines in total has been analyzed with it in about 2 days. The result has been visualized as a scatter plot, which showed the presence of frequently used code as easy recognizable patterns. Also, D-CCFinder has been used to analyze a single software system against the whole collection in order to explore the presence of code imported from open source software.","1558-1225","0-7695-2828-7","10.1109/ICSE.2007.97","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4222573","","Cloning;Visualization;Open source software;Distributed computing;Hardware;Performance analysis;Large-scale systems;Workstations;Laboratories;Scattering","public domain software;systems analysis","very-large scale code clone analysis;very-large scale code clone visualization;open source programs;distributed CCFinder;code clone analysis;open source software;recognizable patterns","","82","1","22","IEEE","4 Jun 2007","","","IEEE","IEEE Conferences"
"An Empirical Study of the Evolution of an Agile-Developed Software System","A. Capiluppi; J. Fernandez-Ramil; J. Higman; H. C. Sharp; N. Smith","University of Lincoln, UK; Open University, UK; University of Lincoln, UK; University of Lincoln, UK; Independent Agile Coach, London, UK","29th International Conference on Software Engineering (ICSE'07)","4 Jun 2007","2007","","","511","518","We have analyzed evolution patterns over two and a half years for a system developed using extreme programming. We find that the system shows a smooth pattern of growth overall, that (McCabe) code complexity is low, and that the relative amount of complexity control work (e.g. refactoring) is higher than in other systems we have studied. To interpret these results, we have drawn on qualitative data including the results of an observational study, records of progress and productivity, and comments on our findings from team members.","1558-1225","0-7695-2828-7","10.1109/ICSE.2007.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4222612","","Software systems;Genetic programming;Productivity;Software measurement;Pattern analysis;Control systems;Collaborative work;Large-scale systems;Documentation;Personnel","software engineering","agile-developed software system;extreme programming;code complexity;qualitative data","","20","","27","IEEE","4 Jun 2007","","","IEEE","IEEE Conferences"
"New Frontiers of Reverse Engineering","G. Canfora; M. Di Penta","RCOST - University of Sannio, Benevento, Italy; RCOST - University of Sannio, Benevento, Italy","Future of Software Engineering (FOSE '07)","4 Jun 2007","2007","","","326","341","Comprehending and modifying software is at the heart of many software engineering tasks, and this explains the growing interest that software reverse engineering has gained in the last 20 years. Broadly speaking, reverse engineering is the process of analyzing a subject system to create representations of the system at a higher level of abstraction. This paper briefly presents an overview of the field of reverse engineering, reviews main achievements and areas of application, and highlights key open research issues for the future.","","0-7695-2829-5","10.1109/FOSE.2007.15","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4221630","","Reverse engineering;Software maintenance;Software engineering;Conferences;Software testing;Computer science;Helium;Organizing;Computer Society;Heart","reverse engineering;software engineering","Gerardo Canfora;Massimiliano Di Penta;software engineering;software reverse engineering","","64","2","117","IEEE","4 Jun 2007","","","IEEE","IEEE Conferences"
"The Future of Programming Environments: Integration, Synergy, and Assistance","A. Zeller","University of Saarland, Saarbruecken, Germany","Future of Software Engineering (FOSE '07)","4 Jun 2007","2007","","","316","325","Modern programming environments foster the integration of automated, extensible, and reusable tools. New tools can thus leverage the available functionality and collect data from program and process. The synergy of both will allow the automation of current empirical approaches. This leads to automated assistance in all development decisions for programmers and managers alike: ""For this task, you should collaborate with Joe, because it will likely require risky work on the mailbox class"".","","0-7695-2829-5","10.1109/FOSE.2007.31","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4221629","","Programming environments;Programming profession;Computer science;History;Manufacturing;Production;Collaborative software;Quality management;Project management;Books","programming environments;software reusability;software tools","programming environments;reusable tools;empirical approaches automation","","20","","34","IEEE","4 Jun 2007","","","IEEE","IEEE Conferences"
"Source Code Analysis: A Road Map","D. Binkley","Loyola College, Baltimore, MD, USA","Future of Software Engineering (FOSE '07)","4 Jun 2007","2007","","","104","119","The automated and semi-automated analysis of source code has remained a topic of intense research for more than thirty years. During this period, algorithms and techniques for source-code analysis have changed, sometimes dramatically. The abilities of the tools that implement them have also expanded to meet new and diverse challenges. This paper surveys current work on source-code analysis. It also provides a road map for future work over the next five-year period and speculates on the development of source-code analysis applications, techniques, and challenges over the next 10, 20, and 50 years.","","0-7695-2829-5","10.1109/FOSE.2007.27","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4221615","","Programming profession;Educational institutions;Computer science;NIST;Software engineering;Data mining;Humans;Productivity;Assembly;Software safety","program compilers;program diagnostics;software tools","source code analysis;road map;software tool","","98","3","119","IEEE","4 Jun 2007","","","IEEE","IEEE Conferences"
"Parameterized Looped Schedules for Compact Representation of Execution Sequences in DSP Hardware and Software Implementation","M. -Y. Ko; C. Zissulescu; S. Puthenpurayil; S. S. Bhattacharyya; B. Kienhuis; E. F. Deprettere","Department of Electrical and Computer Engineering, University of Maryland, College Park, MD, USA; Leiden Institute of Advanced Computer Science, Leiden University, Leiden, Netherlands; Department of Electrical and Computer Engineering, University of Maryland, College Park, MD, USA; Department of Electrical and Computer Engineering, Institute for Advanced Computer Studies, University of Maryland, College Park, MD, USA; Leiden Institute of Advanced Computer Science, Leiden University, Leiden, Netherlands; Leiden Institute of Advanced Computer Science, Leiden University, Leiden, Netherlands","IEEE Transactions on Signal Processing","21 May 2007","2007","55","6","3126","3138","In this paper, we present a technique for compact representation of execution sequences in terms of efficient looping constructs. Here, by a looping construct, we mean a compact way of specifying a finite repetition of a set of execution primitives. Such compaction, which can be viewed as a form of hierarchical run-length encoding (RLE), has application in many very large scale integration (VLSI) signal processing contexts, including efficient control generation for Kahn processes on field-programmable gate arrays (FPGAs), and software synthesis for static dataflow models of computation. In this paper, we significantly generalize previous models for loop-based code compaction of digital signal processing (DSP) programs to yield a configurable code compression methodology that exhibits a broad range of achievable tradeoffs. Specifically, we formally develop and apply to DSP hardware and software synthesis a parameterizable loop scheduling approach with compact format, dynamic reconfigurability, and low-overhead decompression","1941-0476","","10.1109/TSP.2007.893964","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4203085","Design automation;embedded systems;field-programmable gate arrays (FPGAs);high-level synthesis;program compilers;reconfigurable design;signal processing","Digital signal processing;Hardware;Compaction;Very large scale integration;Field programmable gate arrays;Signal synthesis;Encoding;Application software;Array signal processing;Signal generators","data compression;digital signal processing chips;field programmable gate arrays;runlength codes;scheduling;software engineering;VLSI","parameterized loop schedules;compact representation;DSP hardware;software implementation;looping construct;hierarchical runlength encoding;very large scale integration;VLSI;digital signal processing;Kahn process;field programmable gate arrays;FPGA;static dataflow models;loop-based code compaction;DSP;code compression methodology","","27","","27","IEEE","21 May 2007","","","IEEE","IEEE Journals"
"Feature Location Using Probabilistic Ranking of Methods Based on Execution Scenarios and Information Retrieval","D. Poshyvanyk; Y. -G. Gueheneuc; A. Marcus; G. Antoniol; V. Rajlich","Department of Computer Science, Wayne State University, Detroit, MI, USA; Département dinformatique et recherche opérationnelle, Université de Montreal, Montreal, QUE, Canada; Department of Computer Science, Wayne State University, Detroit, MI, USA; Département dinformatique, École Polytechnique de Montréal, Montreal, QUE, Canada; Department of Computer Science, Wayne State University, Detroit, MI, USA","IEEE Transactions on Software Engineering","7 May 2007","2007","33","6","420","432","This paper recasts the problem of feature location in source code as a decision-making problem in the presence of uncertainty. The solution to the problem is formulated as a combination of the opinions of different experts. The experts in this work are two existing techniques for feature location: a scenario-based probabilistic ranking of events and an information-retrieval-based technique that uses latent semantic indexing. The combination of these two experts is empirically evaluated through several case studies, which use the source code of the Mozilla Web browser and the Eclipse integrated development environment. The results show that the combination of experts significantly improves the effectiveness of feature location as compared to each of the experts used independently","1939-3520","","10.1109/TSE.2007.1016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4181710","Program understanding;feature identification;concept location;dynamic and static analyses;information retrieval;Latent Semantic Indexing;scenario-based probabilistic ranking;open source software.","Information retrieval;Performance analysis;Indexing;Programming profession;Computer Society;Decision making;Uncertainty;Information analysis;Open source software;Computer bugs","decision making;information retrieval;probability;program diagnostics","feature location;information retrieval;decision-making problem;scenario-based probabilistic event ranking;latent semantic indexing;Mozilla Web browser;Eclipse integrated development","","314","4","49","IEEE","7 May 2007","","","IEEE","IEEE Journals"
"Aspect Mining Using Method Call Tree","L. Qu; D. Liu","Computer Science and Technology Institute, Harbin Engineering of Technology, Harbin, China; Computer Science and Technology Institute, Harbin Engineering of Technology, Harbin, China","2007 International Conference on Multimedia and Ubiquitous Engineering (MUE'07)","7 May 2007","2007","","","407","412","Aspect mining tries to identify crosscutting concerns in legacy systems and thus supports the adaptation to an aspect-oriented design. This paper describes an automatic static aspect mining approach that relies on the method call tree. It uses method call tree to generate method call traces. These traces are then investigated for recurring method patterns based on different constraints, such as the requirement that the patterns exist in always the same composition and in different calling contexts in the method call trace. A experimental evaluation shows that the approach improves the recall of the aspect candidates and the efficiency of the aspect mining.","","0-7695-2777-9","10.1109/MUE.2007.91","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4197307","","Software systems;Computer languages;Computer science;Design engineering;Scattering;Programming;Pattern analysis;Runtime;Application software;Java","data mining;object-oriented programming;software maintenance","method call tree;crosscutting concerns;legacy systems;automatic static aspect mining;recurring method patterns","","1","","12","IEEE","7 May 2007","","","IEEE","IEEE Conferences"
"Improving Usability of Software Refactoring Tools","E. Mealy; D. Carrington; P. Strooper; P. Wyeth","School of Information Technology and Electrical Engineering, University of Queensland, QLD, Australia; School of Information Technology and Electrical Engineering, University of Queensland, QLD, Australia; School of Information Technology and Electrical Engineering, University of Queensland, QLD, Australia; School of Information Technology and Electrical Engineering, University of Queensland, QLD, Australia","2007 Australian Software Engineering Conference (ASWEC'07)","23 Apr 2007","2007","","","307","318","Post-deployment maintenance and evolution can account for up to 75% of the cost of developing a software system. Software refactoring can reduce the costs associated with evolution by improving system quality. Although refactoring can yield benefits, the process includes potentially complex, error-prone, tedious and time-consuming tasks. It is these tasks that automated refactoring tools seek to address. However, although the refactoring process is well-defined, current refactoring tools do not support the full process. To develop better automated refactoring support, we have completed a usability study of software refactoring tools. In the study, we analysed the task of software refactoring using the ISO 9241-11 usability standard and Fitts' List of task allocation. Expanding on this analysis, we reviewed 11 collections of usability guidelines and combined these into a single list of 38 guidelines. From this list, we developed 81 usability requirements for refactoring tools. Using these requirements, the software refactoring tools Eclipse 3.2, Condenser 1.05, RefactorIT 2.5.1, and Eclipse 3.2 with the Simian UI 2.2.12 plugin were studied. Based on the analysis, we have selected a subset of the requirements that can be incorporated into a prototype refactoring tool intended to address the full refactoring process.","1530-0803","0-7695-2778-7","10.1109/ASWEC.2007.24","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4159683","","Usability;Software tools;Costs;Software systems;ISO standards;Guidelines;Software quality;Software standards;Software prototyping;Prototypes","software maintenance;software prototyping;software tools","software refactoring tool;ISO 9241-11 usability standard;task allocation","","22","1","34","IEEE","23 Apr 2007","","","IEEE","IEEE Conferences"
"Agile Development Methodology for Embedded Systems: A Platform-Based Design Approach","L. Cordeiro; R. Barreto; R. Barcelos; M. Oliveira; V. Lucena; P. Maciel","Departamento de Ciência da Computação, Universidade Federal do Amazonas, Brazil; Departamento de Ciência da Computação, Universidade Federal do Amazonas, Brazil; Research and Development Center, BenQ Mobile, Brazil; Centro de Informática, Universidade Federal de Pernambuco, Brazil; Departamento de Ciência da Computação, Universidade Federal do Amazonas, Brazil; Centro de Informática, Universidade Federal de Pernambuco, Brazil","14th Annual IEEE International Conference and Workshops on the Engineering of Computer-Based Systems (ECBS'07)","10 Apr 2007","2007","","","195","202","This paper describes an agile development methodology which combines agile principles with organizational patterns and adapts them to build embedded real-time systems focusing on the system's constraints. The hardware/software partitioning and platform-based design are used in the proposed methodology to support the embedded system designer meet the system's constraints in an iterative and incremental way and to reduce substantially the design time and cost of the product. To discuss the strengths and weakness of this methodology, a case study involving a pulse oximeter is also presented","","0-7695-2772-8","10.1109/ECBS.2007.16","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4148934","","Embedded system;Hardware;Embedded software;Software engineering;Real time systems;Costs;Application software;Embedded computing;Iterative methods;Systems engineering and theory","embedded systems;software engineering","agile development;platform-based design approach;embedded real-time systems;hardware-software partitioning","","12","","13","IEEE","10 Apr 2007","","","IEEE","IEEE Conferences"
"Graph-Based Procedural Abstraction","A. Dreweke; M. Worlein; I. Fischer; D. Schell; T. Meinl; M. Philippsen","Computer Science Department, University of Erlangen Nuremberg, Erlangen, Germany; Computer Science Department, University of Erlangen Nuremberg, Erlangen, Germany; Computer Science Department, University of Erlangen Nuremberg, Erlangen, Germany; Computer Science Department, University of Erlangen Nuremberg, Erlangen, Germany; Computer Science Department, University of Erlangen Nuremberg, Erlangen, Germany; Computer Science Department, University of Erlangen Nuremberg, Erlangen, Germany","International Symposium on Code Generation and Optimization (CGO'07)","2 Apr 2007","2007","","","259","270","Procedural abstraction (PA) extracts duplicate code segments into a newly created method and hence reduces code size. For embedded micro computers the amount of memory is still limited so code reduction is an important issue. This paper presents a novel approach to PA, that is especially targeted towards embedded systems. Earlier approaches of PA are blind with respect to code reordering, i.e., two code segments with the same semantic effect but with different instruction orders were not detected as candidates for PA. Instead of instruction sequences, in our approach the data flow graphs of basic blocks are considered. Compared to known PA techniques more than twice the number of instructions can be saved on a set of binaries, by detecting frequently appearing graph fragments with a graph mining tool based on the well known gSpan algorithm. The detection and extraction of graph fragments is not as straight forward as extracting sequential code fragments. NP-complete graph operations and special rules to decide which parts can be abstracted are needed. However, this effort pays off as smaller sizes significantly reduce costs on mass-produced embedded systems","","0-7695-2764-7","10.1109/CGO.2007.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4145120","","Embedded system;Flow graphs;Computer science;Cost function;Microcomputers;Data mining;Embedded computing;Energy consumption;Mass production;Cellular phones","embedded systems;graph theory;microcomputers;optimisation;optimising compilers","graph-based procedural abstraction;embedded micro computers;gSpan algorithm;mass-produced embedded systems","","14","1","48","IEEE","2 Apr 2007","","","IEEE","IEEE Conferences"
"Code Compaction of an Operating System Kernel","H. He; J. Trimble; S. Perianayagam; S. Debray; G. Andrews","Department of Computer Science, University of Arizona Tucson, Tucson, AZ, USA; Department of Computer Science, University of Arizona Tucson, Tucson, AZ, USA; Department of Computer Science, University of Arizona Tucson, Tucson, AZ, USA; Department of Computer Science, University of Arizona Tucson, Tucson, AZ, USA; Department of Computer Science, University of Arizona Tucson, Tucson, AZ, USA","International Symposium on Code Generation and Optimization (CGO'07)","2 Apr 2007","2007","","","283","298","General-purpose operating systems, such as Linux, are increasingly being used in embedded systems. Computational resources are usually limited, and embedded processors often have a limited amount of memory. This makes code size especially important. This paper describes techniques for automatically reducing the memory footprint of general-purpose operating systems on embedded platforms. The problem is complicated by the fact that kernel code tends to be quite different from ordinary application code, including the presence of a significant amount of hand-written assembly code, multiple entry points, implicit control flow paths involving interrupt handlers, and frequent indirect control flow via function pointers. We use a novel ""approximate decompilation"" technique to apply source-level program analysis to hand-written assembly code. A prototype implementation of our ideas on an Intel x86 platform, applied to a Linux kernel that has been configured to exclude unnecessary code, obtains a code size reduction of close to 24%","","0-7695-2764-7","10.1109/CGO.2007.3","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4145122","","Compaction;Operating systems;Kernel;Embedded system;Linux;Assembly;Cellular phones;Runtime;Prototypes;Hardware","embedded systems;Linux;operating system kernels;program diagnostics","code compaction;operating system kernel;embedded systems;embedded processors;approximate decompilation;source-level program analysis;hand-written assembly code;Intel x86 platform;Linux kernel","","7","","24","IEEE","2 Apr 2007","","","IEEE","IEEE Conferences"
"How Clones are Maintained: An Empirical Study","L. Aversano; L. Cerulo; M. Di Penta","RCOST-Research Centre on Software Technology, Department of Engineering, University of Sannio, Benevento, Italy; RCOST-Research Centre on Software Technology, Department of Engineering, University of Sannio, Benevento, Italy; RCOST-Research Centre on Software Technology, Department of Engineering, University of Sannio, Benevento, Italy","11th European Conference on Software Maintenance and Reengineering (CSMR'07)","2 Apr 2007","2007","","","81","90","Despite the conventional wisdom concerning the risks related to the use of source code cloning as a software development strategy, several studies appeared in literature indicated that this is not true. In most cases clones are properly maintained and, when this does not happen, is because cloned code evolves independently. Stemming from previous works, this paper combines clone detection and co-change analysis to investigate how clones are maintained when an evolution activity or a bug fixing impact a source code fragment belonging to a clone class. The two case studies reported confirm that, either for bug fixing or for evolution purposes, most of the cloned code is consistently maintained during the same co-change or during temporally close co-changes","1534-5351","0-7695-2802-3","10.1109/CSMR.2007.26","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4145027","","Cloning;Software systems;Software maintenance;Performance analysis;Maintenance engineering;Programming;Testing;Java;Linux;Kernel","software maintenance;source coding","source code cloning;software development;software maintenance;clone detection;cochange analysis;source code fragment;software evolution","","112","","21","IEEE","2 Apr 2007","","","IEEE","IEEE Conferences"
"High-impact Refactoring Based on Architecture Violations","F. Bourquin; R. K. Keller","Züihike Engineering A G, Zurich-Schlieren, Switzerland; Züihike Engineering A G, Zurich-Schlieren, Switzerland","11th European Conference on Software Maintenance and Reengineering (CSMR'07)","2 Apr 2007","2007","","","149","158","Software refactoring has been identified as a key technique for the maintenance and evolution of object-oriented systems. Most interesting are high-impact refactorings, that is, refactorings that have a strong impact on the quality of the system's architecture. ""Bad smells "" and code metrics have been suggested as means for identifying refactoring needs. According to our experience these techniques are useful yet, in order to spot opportunities for high-impact refactorings, they should be complemented with the analysis of architectural violations. The subject of this report is a mid-sized Java enterprise application from the telecommunications domain whose functionality had to be radically extended We show how we combined several tools and techniques to identify' opportunities for high-impact refactorings, and discuss the resulting architecture, the refactoring process, tool support as well as related experiences","1534-5351","0-7695-2802-3","10.1109/CSMR.2007.25","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4145033","","Computer architecture;Application software;Software maintenance;Java;Electrical equipment industry;Software quality;Programming;Software testing;Software architecture;Computer Society","Java;object-oriented programming;software architecture;software maintenance;software metrics;software quality","software refactoring;software architecture violations;software maintenance;software evolution;object-oriented systems;software quality;code metrics;Java enterprise","","26","","16","IEEE","2 Apr 2007","","","IEEE","IEEE Conferences"
"Requirements and Open Issues in Distributed Detection of Node Identity Replicas in WSN","M. Conti; R. Di Pietro; L. V. Mancini; A. Mei","Dipartimento di Informatica, Universitá di Roma, La Sapienza, Italy; Dipartimento di Matematica, Universitá di Roma Tre, Italy; Dipartimento di Informatica, Universitá di Roma, La Sapienza, Italy; Dipartimento di Informatica, Universitá di Roma, La Sapienza, Italy","2006 IEEE International Conference on Systems, Man and Cybernetics","16 Jul 2007","2006","2","","1468","1473","Wireless sensor networks (WSN) are often deployed in hostile environments, where an attacker can also capture some nodes. Once a node is captured, the attacker can re-program it and start replicating the node. These replicas can then be deployed in all (or a part of) the network area. The replicas can thus perform the attack they are programmed for: DoS (Denial of Service), or influencing any voting mechanism are just examples. Detection of node replication attack is therefore a fundamental property of all the WSN applications in which an attacker presence is possible. The contribution of this paper is twofold: First, we analyze the desirable properties of a distributed mechanism for the detection of replicated IDs; second, we show that the first proposal recently appeared in literature to realize a distributed solution for the detection of replicas does not completely fulfil the requirements. Hence, the design of efficient and distributed protocols to detect node identity replicas is still an open and demanding issue.","1062-922X","1-4244-0099-6","10.1109/ICSMC.2006.384924","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4274058","","Wireless sensor networks;Protocols;Cloning;Voting;Mechanical factors;Base stations;Cybernetics;Computer crime;Intrusion detection;Proposals","protocols;telecommunication security;wireless sensor networks","distributed detection;node identity replicas;wireless sensor networks;denial of service;voting mechanism","","12","","16","IEEE","16 Jul 2007","","","IEEE","IEEE Conferences"
"Validation of Geant4 Bremsstrahlung models: first results","S. Chauvie; S. Guatelli; B. Mascialino; L. Pandola; M. G. Pia; P. Rodrigues; A. Trindade","INFN Sezione di Torino, Cuneo, Italy; I.N.F.N. Sezione di Genova, Genoa, Italy; I.N.F.N. Sezione di Genova, Genoa, Italy; NA; I.N.F.N. Sezione di Genova, Genoa, Italy; Fisica Experimentalde Particulas, Laboratoriode Instrumentacaoe, Lisboa, Portugal; Fisica Experimentalde Particulas, Laboratoriode Instrumentacaoe, Lisboa, Portugal","2006 IEEE Nuclear Science Symposium Conference Record","7 May 2007","2006","3","","1511","1515","A project is in progress for a systematic, rigorous validation of Geant4 electromagnetic physics. This paper presents the first results concerning the validation of Geant4 bremsstrahlung models against experimental data.","1082-3654","1-4244-0560-2","10.1109/NSSMIC.2006.354185","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4179298","Geant4;Monte Carlo;simulation;Bremsstrahlung;validation","Object oriented modeling;Electromagnetic modeling;Electrons;Packaging;Physics;Monte Carlo methods;Libraries;Atomic measurements;Solid modeling;Power system reliability","bremsstrahlung;electron radiation;Monte Carlo methods","Geant4 bremsstrahlung models;Geant4 electromagnetic physics","","3","","15","IEEE","7 May 2007","","","IEEE","IEEE Conferences"
