"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Beyond the refactoring browser: advanced tool support for software refactoring","T. Mens; T. Tourwe; F. Munoz","Programming Technology Laboratory, Vrije Universiteit Brussel, Brussels, Belgium; Programming Technology Laboratory, Vrije Universiteit Brussel, Brussels, Belgium; Programming Technology Laboratory, Vrije Universiteit Brussel, Brussels, Belgium","Sixth International Workshop on Principles of Software Evolution, 2003. Proceedings.","15 Sep 2003","2003","","","39","44","Current refactoring tools only provide support for performing selected refactorings. We show how tool support can be provided for the preparatory phases of refactoring as well, by determining when a software application should be refactored and which refactoring(s) in particular should be applied. We implemented a tool to detect bad smells and to propose adequate refactorings based on these smells, and validated this tool by carrying out experiments in three concrete case studies: the Soul application, the Smalltalk collection hierarchy, and the HotDraw application framework. We also show how our tool complements the Smalltalk refactoring browser.","","0-7695-1903-2","10.1109/IWPSE.2003.1231207","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1231207","","Software tools;Conferences","software tools;systems re-engineering;software maintenance;object-oriented programming;Smalltalk;program verification","software refactoring;advanced tool support;software application;Soul application;Smalltalk collection hierarchy;HotDraw application framework;Smalltalk refactoring browser","","11","","14","IEEE","15 Sep 2003","","","IEEE","IEEE Conferences"
"Decreasing distortion using low delay codes for bursty packet loss channels","E. Martinian; C. E. W. Sundberg","Massachusetts Institute of Technology, Cambridge, MA, USA; IBiquity Digital Corporation, Warren, NJ, USA","IEEE Transactions on Multimedia","26 Aug 2003","2003","5","3","285","292","The strict delay constraints of real-time communication applications in packet networks limit the use of automatic repeat request (ARQ) (retransmission systems) and error correction codes with extensive interleaving and decoding over long intervals. Since packet losses can introduce significant impairments, we study the effectiveness of low delay channel coding techniques to increase transmission quality across links with bursty losses. Specifically, we consider the benefits of the newly discovered class of low delay convolutional codes known as maximally short codes. By analyzing a Gaussian source transmitted over a Gilbert-Elliott channel, we demonstrate that these codes can achieve significant gains in comparison to uncoded transmission schemes or traditional coded schemes employing Reed-Solomon block codes. To complement and validate the theoretical analysis we also present results from informal listening tests with a voice-over-IP application.","1941-0077","","10.1109/TMM.2003.814794","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1223556","","Automatic repeat request;Propagation losses;Real time systems;Error correction codes;Interleaved codes;Decoding;Delay effects;Channel coding;Convolutional codes;Reed-Solomon codes","packet switching;delays;channel coding;convolutional codes;error correction codes;Internet telephony;forward error correction;rate distortion theory","distortion decrease;low delay codes;bursty packet loss channels;strict delay constraints;real-time communication applications;packet networks;ARQ;retransmission systems;automatic repeat request;error correction codes;extensive interleaving;decoding;packet losses;low-delay channel coding techniques;low-delay convolutional codes;maximally short codes;Gaussian source;Gilbert-Elliott channel;Reed-Solomon block codes;informal listening tests;voice-over-IP application;VoIP;FEC scheme","","9","","27","IEEE","26 Aug 2003","","","IEEE","IEEE Journals"
"Comments on ""Formal methods application: an empirical tale of software development""","D. M. Berry; W. F. Tichy","School of Computer Science, University of Waterloo, Waterloo, ONT, Canada; Department of Informatics, University of Karlsruhe, Karlsruhe, Germany","IEEE Transactions on Software Engineering","20 Jun 2003","2003","29","6","567","571","We comment on the experimental design and the result of the paper mentioned in the title. Our purpose is to show interested readers examples of what can go wrong with experiments in software research and how to avoid the attending problems.","1939-3520","","10.1109/TSE.2003.1205183","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1205183","","Application software;Design for experiments;Software tools;Books;Psychology;Data structures;Software engineering;Programming profession;Veins;Problem-solving","software engineering","experimental design;software development;software engineering;formal methods;software research","","22","","5","IEEE","20 Jun 2003","","","IEEE","IEEE Journals"
"Component rank: relative significance rank for software component search","K. Inoue; R. Yokomori; H. Fujiwara; T. Yamamoto; M. Matsushita; S. Kusumoto","Graduate School of Information Science and Technology, Osaka University, Toyonaka, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Toyonaka, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Toyonaka, Osaka, Japan; Japan Science and Technology Corporation, Kawaguchi, Saitama, Japan; Graduate School of Information Science and Technology, Osaka University, Toyonaka, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Toyonaka, Osaka, Japan","25th International Conference on Software Engineering, 2003. Proceedings.","28 May 2003","2003","","","14","24","Collections of already developed programs are important resources for efficient development of reliable software systems. In this paper, we propose a novel method of ranking software components, called Component Rank, based on analyzing actual use relations among the components and propagating the significance through the use relations. We have developed a component-rank computation system, and applied it to various Java programs. The result is promising such that non-specific and generic components are ranked high. Using the Component Rank system as a core part, we are currently developing Software Product Archiving, analyzing, and Retrieving System named SPARS.","0270-5257","0-7695-1877-X","10.1109/ICSE.2003.1201184","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1201184","","Software systems;Java","software reliability;Java;object-oriented programming;directed graphs","reliable software systems;software component search;component-rank computation system;Java programs;software product archiving","","53","","25","IEEE","28 May 2003","","","IEEE","IEEE Conferences"
"Using replication and partitioning to build secure distributed systems","Lantian Zheng; S. Chong; A. C. Myers; S. Zdancewic","Computer Science Department, Cornell University, USA; Computer Science Department, Cornell University, USA; Computer Science Department, Cornell University, USA; Department of Computer and Information Science, University of Pennsylvania, USA","2003 Symposium on Security and Privacy, 2003.","21 May 2003","2003","","","236","250","A challenging unsolved security problem is how to specify and enforce system-wide security policies; this problem is even more acute in distributed systems with mutual distrust. This paper describes a way to enforce policies for data confidentiality and integrity in such an environment. Programs annotated with security specifications are statically checked and then transformed by the compiler to run securely on a distributed system with untrusted hosts. The code and data of the computation are partitioned across the available hosts in accordance with the security specification. The key contribution is automatic replication of code and data to increase assurance of integrity, without harming confidentiality, and without placing undue trust in any host. The compiler automatically generates secure run-time protocols for communication among the replicated code partitions. Results are given from a prototype implementation applied to various distributed programs.","1081-6011","0-7695-1940-7","10.1109/SECPRI.2003.1199340","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1199340","","Data security;Information security;Distributed computing;Computer security;Government;Military computing;Communication system security;Information systems;Computer science;Information science","data privacy;data integrity;protocols;program diagnostics;compiler generators;distributed processing","partitioning;confidentiality;automatic generation;secure run-time protocols;secure distributed systems;system-wide security policies;mutual distrust;data confidentiality;data integrity;static checking;compiler;security specifications;automatic code replication","","13","2","61","IEEE","21 May 2003","","","IEEE","IEEE Conferences"
"Towards a clone detection benchmark suite and results archive","A. Lakhotia; Junwei Li; A. Walenstein; Yun Yang","Software Research Laboratory, Center for Advanced Computer Science, University of Louisiana, Lafayette, USA; Software Research Laboratory, Center for Advanced Computer Science, University of Louisiana, Lafayette, USA; Software Research Laboratory, Center for Advanced Computer Science, University of Louisiana, Lafayette, USA; Software Research Laboratory, Center for Advanced Computer Science, University of Louisiana, Lafayette, USA","11th IEEE International Workshop on Program Comprehension, 2003.","21 May 2003","2003","","","285","286","Source code clones are copies or near-copies of other portions of code, often created by copying and pasting portions of source code. This working session is concerned with building a communal research infrastructure for clone detection. The intention of this working session is to try to build a consensus on how to continue to build a benchmark suite and results archive for clone- and source comparison-related research and development. The working session is structured to foster discussion and debates over what should be collected in the archive, and how best to do it.","1092-8138","0-7695-1883-4","10.1109/WPC.2003.1199215","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1199215","","Cloning;Benchmark testing;Infrared detectors;Software testing;System testing;Software systems;Laboratories;Computer science;Buildings;Research and development","software performance evaluation;program diagnostics;reverse engineering","clone detection benchmark suite;source code clones;results archive;communal research infrastructure","","9","","10","IEEE","21 May 2003","","","IEEE","IEEE Conferences"
"Are decomposition slices clones?","K. Gallagher; L. Layman","Computer Science Department, Loyola College, Baltimore, MD, USA; Computer Science Department, North Carolina State University, Raleigh, NC, USA","11th IEEE International Workshop on Program Comprehension, 2003.","21 May 2003","2003","","","251","256","When computing program slices on all variables in a system, we observed that many of these slices are the same. This leads to the question: Are we looking at software clones? We discuss the genesis of this phenomena and present some of the data observations that led to the question. The answer to our query is not immediately clear. We end by presenting arguments both pro and con. Supporting the affirmative, we observed that some slice-clones are evidently the result of the usual genesis of software clones: failure to note appropriate abstractions. Also, slice-clones assist in program comprehension by coalescing into one program fragment the computations on many different variables. Opposing the proposition, we note that slice-clones do not arise due to programmer intent or the copying of existing idioms.","1092-8138","0-7695-1883-4","10.1109/WPC.2003.1199209","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1199209","","Cloning;Computer science;Software maintenance;Displays;Educational institutions;Programming profession;Accidents;Reverse engineering;Data analysis;Automatic control","reverse engineering;software maintenance;program slicing","program slices;software clones;program comprehension;program fragment;software maintenance","","3","1","13","IEEE","21 May 2003","","","IEEE","IEEE Conferences"
"Comprehending reality - practical barriers to industrial adoption of software maintenance automation","J. R. Cordy","School of Computing, Queen''s University, Kingston, ONT, Canada","11th IEEE International Workshop on Program Comprehension, 2003.","21 May 2003","2003","","","196","205","Recent years have seen many significant advances in program comprehension and software maintenance automation technology. In spite of the enormous potential savings in software maintenance costs, for the most part adoption of these ideas in industry remains at the experimental prototype stage. In this paper the author explores some of the practical reasons for industrial resistance to adoption of software maintenance automation. Based on the experience of six years of software maintenance automation services to the financial industry involving more than 4.5 Gloc of code at Legasys Corporation, the author discusses some of the social, technical and business realities that lie at the root of this resistance, outlines various Legasys attempts overcome these barriers, and suggests some approaches to software maintenance automation that may lead to higher levels of industrial acceptance in the future.","1092-8138","0-7695-1883-4","10.1109/WPC.2003.1199203","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1199203","","Computer industry;Software maintenance;Automation;Software systems;Application software;Conferences;Data processing;Banking;Councils;Layout","software maintenance;reverse engineering;financial data processing;social aspects of automation;automatic programming;computer aided software engineering","software maintenance automation;program comprehension;financial industry;Legasys Corporation;industrial acceptance;social realities","","59","","42","IEEE","21 May 2003","","","IEEE","IEEE Conferences"
"YAAB (Yet another AST browser): using OCL to navigate ASTs","G. Antoniol; M. Di Penta; E. Merlo","RCOST-Research Centre on Software Technology, Department of Engineering, University of Sannio, Benevento, Italy; RCOST-Research Centre on Software Technology, Department of Engineering, University of Sannio, Benevento, Italy; Ecole Polytechnique de Montrèal, Montreal, Canada","11th IEEE International Workshop on Program Comprehension, 2003.","21 May 2003","2003","","","13","22","In the last decades several tools and environments defined and introduced languages for querying, navigating and transforming abstract syntax trees. These environments were meant to support software maintenance, reengineering and program comprehension activities. Instead of introducing a new language, this paper proposes to adopt the Object Constraint Language (OCL) to express queries over an object model representing the abstract syntax tree of the code to be analyzed. OCL is part of the UML lingua franca and thus several advantages can be readily obtained. Central to the idea is to shift the analysis paradigm from a tree-based to an object-oriented paradigm, and to provide a meta-model decoupling the query language from the target language. This paper presents the current status in implementing an OCL interpreter with the ability of querying an object model representing the abstract syntax tree, as well as some interesting applications, such as extracting software metrics or computing clones.","1092-8138","0-7695-1883-4","10.1109/WPC.2003.1199185","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1199185","","Navigation;Software maintenance;Unified modeling language;Documentation;Software systems;Object oriented modeling;Reverse engineering;Computer languages;Software tools;Database languages","software maintenance;computational linguistics;object-oriented programming;software metrics","abstract syntax trees;software maintenance;software reengineering;program comprehension;object constraint language;UML lingua franca;object-oriented paradigm;query language;OCL interpreter;software metrics;computing clones","","8","1","29","IEEE","21 May 2003","","","IEEE","IEEE Conferences"
"Effective, automatic procedure extraction","R. Komondoor; S. Horwitz","University of Wisconsin, Madison, WI, USA; University of Wisconsin, Madison, WI, USA","11th IEEE International Workshop on Program Comprehension, 2003.","21 May 2003","2003","","","33","42","Legacy code can often be made more understandable and maintainable by extracting out selected sets of statements to form procedures and replacing the extracted code with procedure calls. Sets of statements that are noncontiguous and/or include non-local jumps (caused by go-tos, breaks, continues, etc.) can be difficult to extract, and usually cause previous automatic-extraction algorithms to fail or to produce poor results. The chief contributions of this paper are a semantics-preserving algorithm for extracting ""difficult"" sets of statements, and a study that compares the algorithm both to an ideal extractor (a human) and to previously reported automatic approaches. We found that ""difficult"" examples do arise frequently in practice, and that our algorithm is a significant improvement over previous work, achieving ideal results on over 70% of the difficult cases.","1092-8138","0-7695-1883-4","10.1109/WPC.2003.1199187","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1199187","","Humans;Programming profession;Performance analysis;Conferences","programming language semantics;software maintenance;reverse engineering","legacy code;procedure calls;automatic-extraction algorithms;semantics preserving algorithm","","28","1","24","IEEE","21 May 2003","","","IEEE","IEEE Conferences"
"Design and implementation of the Trusted BSD MAC framework","R. Watson; B. Feldman; A. Migus; C. Vance","Network Associates Laboratories, Rockville, MD, USA; Network Associates Laboratories, Rockville, MD, USA; Network Associates Laboratories, Rockville, MD, USA; Network Associates Laboratories, Rockville, MD, USA","Proceedings DARPA Information Survivability Conference and Exposition","22 Apr 2003","2003","1","","38","49 vol.1","Developing access control extensions for operating systems is an expensive and time-consuming task. Mechanisms available for access control extension lag behind industry standard extension solutions for file systems, process schedulers, and device drivers, and suffer from a number of serious flaws in modem multi-processor, multi-threaded kernels. In this paper we explore the limitations of current technologies for security extension. We describe the Trusted BSD MAC Framework, a flexible and modular environment for operating system access control extensions on the open source Free BSD platform. The TrustedBSD MAC Framework permits extensions to be introduced at compile-time, boot-time, or at run-time, and provides a number of services to support dynamically introduced policies, including policy-agnostic object labeling services and application interfaces. We discuss the design and implementation of the framework, as well as the an implementation of a fixed-label Biba integrity policy based on the framework.","","0-7695-1897-4","10.1109/DISCEX.2003.1194871","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1194871","","Access control;Operating systems;Electrical equipment industry;Industrial control;File systems;Job shop scheduling;Modems;Kernel;Security;Runtime","operating system kernels;authorisation;public domain software","multi-processor multi-threaded kernels;TrustedBSD MAC Framework;operating system access control extensions;open source FreeBSD platform;run time;compile time extension;boot time extension;policy-agnostic object labeling services;application interfaces;fixed-label Biba integrity policy","","5","15","20","IEEE","22 Apr 2003","","","IEEE","IEEE Conferences"
"Procedure cloning and integration for converting parallelism from coarse to fine grain","Won So; A. Dean","Department of Electrical and Computer Engineering, NC State University, Raleigh, NC, USA; Department of Electrical and Computer Engineering, NC State University, Raleigh, NC, USA","Seventh Workshop on Interaction Between Compilers and Computer Architectures, 2003. INTERACT-7 2003. Proceedings.","8 Apr 2003","2003","","","27","36","This paper introduces a method for improving program run-time performance by gathering work in an application and executing it efficiently in an integrated thread. Our methods extend whole-program optimization by expanding the scope of the compiler through a combination of software thread integration and procedure cloning. In each experiment we integrate a frequently executed procedure with itself twice or thrice, creating two clones. Then, based on profile data we select at compile time the fastest version (original or clone) and modify call sites as needed. We demonstrate our technique by cloning and integrating three procedures from cjpeg and djpeg at the C source code level, compiling with four compilers for the Itanium EPIC architecture and measuring the performance with the on-chip performance measurement units. For cjpeg, which is not significantly constrained by the i-cache, we find integration consistently improves code generated by all compilers but one, with a mean program speedup of 11.99%.","","0-7695-1889-3","10.1109/INTERA.2003.1192353","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1192353","","Cloning;Yarn;Embedded system;Data analysis;Parallel processing;Program processors;Runtime;Application software;Optimizing compilers;Measurement","parallelising compilers;multi-threading;software performance evaluation;optimising compilers;cache storage;embedded systems;parallel architectures","procedure cloning;program run-time performance;integrated thread;whole-program optimization;software thread integration;profile data;cjpeg;djpeg;C source code level;Itanium EPIC architecture;on-chip performance measurement;i-cache;code generation;program speedup","","1","2","27","IEEE","8 Apr 2003","","","IEEE","IEEE Conferences"
"Finding function clones in Web applications","F. Lanubile; T. Mallardo","Dipartimento di Informatica, University of Bari, Bari, Italy; RCOST-Research Center on Software Technology, University of Sannio, Benevento, Italy","Seventh European Conference onSoftware Maintenance and Reengineering, 2003. Proceedings.","8 Apr 2003","2003","","","379","386","Many Web applications use a mixture of HTML and scripting language code as the front-end to business services. Analogously to traditional applications, redundant code is introduced by copy-and-paste practices. Code duplication is a pathological form of software reuse because of its effects on the maintenance of large software systems. This paper describes how a simple semi-automated approach can be used to identity cloned functions within scripting code of Web applications. The results obtained from applying our approach to three Web applications show that the approach is useful for a fast selection of script function clones, and can be applied to prevent clone spreading or to remove redundant scripting code.","1534-5351","0-7695-1902-4","10.1109/CSMR.2003.1192447","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1192447","","Cloning;Application software;HTML;Software maintenance;Web server;Software systems;Pathology;Java;Programming profession;Writing","Web sites;Internet;hypermedia markup languages;authoring languages;business data processing;software reusability;software maintenance","function clones;Web applications;HTML;scripting language code;business services;copy-and-paste practices;code duplication;software reuse;software maintenance;script function clones;redundant scripting code removal","","29","2","19","IEEE","8 Apr 2003","","","IEEE","IEEE Conferences"
"A metric-based approach to enhance design quality through meta-pattern transformations","L. Tahvildari; K. Kontogiannis","Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ONT, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ONT, Canada","Seventh European Conference onSoftware Maintenance and Reengineering, 2003. Proceedings.","8 Apr 2003","2003","","","183","192","During the evolution of object-oriented legacy systems, improving the design quality is. most often a highly demanded objective. For such systems which have a large number of classes and are subject to frequent modifications, detection and correction of design defects is a complex task. The use of automatic detection and correction tools can be helpful for this task. Various research approaches have proposed transformations that improve the quality of an object-oriented systems while preserving its behavior This paper proposes a framework where a catalogue of object-oriented metrics can be used-as indicators for automatically detecting situations where a particular transformation can be applied to improve the quality of an object-oriented legacy system. The correction process is based on analyzing the impact of various meta-pattern transformations on these object-oriented metrics.","1534-5351","0-7695-1902-4","10.1109/CSMR.2003.1192426","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1192426","","Face detection;Programming;Software quality;Laboratories;Scholarships;Software metrics;Design methodology;Software maintenance;Encapsulation;Sorting","object-oriented programming;software metrics;software quality;systems re-engineering;software maintenance","object-oriented legacy systems;design quality;design defects;automatic detection and correction tools;object-oriented systems;meta-pattern transformations;object-oriented metrics","","40","","36","IEEE","8 Apr 2003","","","IEEE","IEEE Conferences"
"Identifying refactoring opportunities using logic meta programming","T. Tourwe; T. Mens","Programming Technology Laboratory, Vrije Universiteit Brussel, Brussels, Belgium; Programming Technology Laboratory, Vrije Universiteit Brussel, Brussels, Belgium","Seventh European Conference onSoftware Maintenance and Reengineering, 2003. Proceedings.","8 Apr 2003","2003","","","91","100","We show how automated support can be provided for identifying refactoring opportunities, e.g., when an application's design should be refactored and which refactoring(s) in particular should be applied. Such support is achieved by using the technique of logic meta programming to detect so-called bad smells and by defining a framework that uses this information to propose adequate refactorings. We report on some initial but promising experiments that were applied using the proposed techniques.","1534-5351","0-7695-1902-4","10.1109/CSMR.2003.1192416","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1192416","","Logic programming;Guidelines;Degradation;Automatic programming;Aging;Computer languages;Phase detection;Software performance;Application software;Inspection","logic programming;systems re-engineering;software tools;computer aided software engineering;object-oriented programming","refactoring;logic meta programming;experiments;object oriented programming;software tools;application design;system reengineering","","58","","31","IEEE","8 Apr 2003","","","IEEE","IEEE Conferences"
"Automated Cobol to Java recycling","M. Mossienko","LANIT-TERCOM, Saint Petersburg State University, Saint Petersburg, Russia","Seventh European Conference onSoftware Maintenance and Reengineering, 2003. Proceedings.","8 Apr 2003","2003","","","40","50","In this paper an approach for automated source-to-source translation from Cobol to Java is presented. The primary goal of this approach is to ensure that the generated code will be maintainable. In some cases this is achieved even by sacrificing complete functional equivalence of the generated code with the original program. We also intensively use encapsulation to hide away difficulties of language conversion process from the maintenance engineer. We discuss results of practical application of this approach on examples taken from the real-life programs.","1534-5351","0-7695-1902-4","10.1109/CSMR.2003.1192409","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1192409","","Java;Recycling;Encapsulation;Software systems;Hardware;Maintenance engineering;Operating systems;Computer languages;TCPIP;XML","COBOL;Java;object-oriented programming;program interpreters;software maintenance;data encapsulation;software tools","automated Cobol to Java recycling;automated source-to-source translation;software maintenance;legacy applications;encapsulation;language conversion process","","17","3","31","IEEE","8 Apr 2003","","","IEEE","IEEE Conferences"
"The role of constructors in the context of refactoring object-oriented systems","R. Najjar; S. Counsell; G. Loizou; K. Mannock","Department of Computer Science, Brirbeck College, University of London, London, UK; Department of Computer Science, Brirbeck College, University of London, London, UK; Department of Computer Science, Brirbeck College, University of London, London, UK; Department of Computer Science, Brirbeck College, University of London, London, UK","Seventh European Conference onSoftware Maintenance and Reengineering, 2003. Proceedings.","8 Apr 2003","2003","","","111","120","Constructors play an essential role in object-oriented (OO) languages as a means of object creation. Yet, very little empirical evidence exists on constructors, trends in their composition and how they impact comprehension and encapsulation of OO classes. In this paper, we empirically investigate the opportunities, benefits and problems of refactoring class constructors across a sample of classes from five Java systems. The refactoring used, namely, replacing multiple constructors with creation methods, was applied to each of a set of classes containing three or more constructors. Empirical results showed benefits in terms of removed (duplicated) lines of code across the majority of systems. They also showed the potential for improved class comprehension by the creation of non-constructor methods (as a replacement for constructors) and improved encapsulation of class elements through use of a private catch-all constructor. We also provide evidence from five C++ systems which suggests similar trends in constructors to those found for Java. In terms of problems encountered, frequent and inconsistent use of the super construct made refactoring prohibitively difficult in some cases; the existence of Java interfaces also means a lack of scope for constructor refactoring. The results indicate clear and tangible benefits to be gained from investigation and implementation of refactoring techniques in Java, but with caution being exercised in certain cases; refactoring in practice is not as straightforward as the theory suggests.","1534-5351","0-7695-1902-4","10.1109/CSMR.2003.1192418","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1192418","","Software maintenance","C++ language;Java;object-oriented programming;encapsulation;software maintenance","refactoring;object-oriented systems;Java systems;multiple constructors;creation methods;private catch-all constructor;C++ systems;Java;object-oriented languages;object creation;encapsulation;comprehension;class constructors","","15","1","23","IEEE","8 Apr 2003","","","IEEE","IEEE Conferences"
"Multiprocessor mapping of process networks: a JPEG decoding case study","E. A. de Kock","Philips Research, Eindhoven, Netherlands","15th International Symposium on System Synthesis, 2002.","23 May 2005","2002","","","68","73","We present a system-level design and programming method for embedded multiprocessor systems. The aim of the method is to improve the design time and design quality by providing a structured approach for implementing process networks. We use process networks as re-usable and architecture-independent functional specifications. The method facilitates the cost-driven and constraint-driven source code transformation of process networks into architecture-specific implementations in the form of communicating tasks. We apply the method to implement a JPEG decoding process network in software on a set of MIPS processors. We apply three transformations to optimize synchronization rates and data transfers and to exploit data parallelism for this target architecture. We evaluate the impact of the source code transformations and the performance of the resulting implementations in terms of design time, execution time, and code size. The results show that process networks can be implemented quickly and efficiently on embedded multiprocessor systems.","","1-58113-576-9","10.1145/581199.581216 ","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1227154","","Decoding;Computer aided software engineering;Computer architecture;Parallel processing;Parallel programming;System-level design;Multiprocessing systems;Embedded system;Signal processing algorithms;Permission","embedded systems;multiprocessing systems;parallel architectures;high level synthesis","embedded multiprocessor;system-level design;process network;JPEG decoding;task-level parallelism;embedded multimedia systems;MIPS processors","","25","","","","23 May 2005","","","IEEE","IEEE Conferences"
"Constructing reusable testbenches","A. Wakefield; B. J. Mohd","Synopsys Professional Services, MA, USA; Synopsys Professional Services, MA, USA","Seventh IEEE International High-Level Design Validation and Test Workshop, 2002.","26 Aug 2003","2002","","","151","155","This paper explores a novel approach to classifying, enabling and measuring testbench reuse. Six levels of testbench reusability are presented ranging from utility (lowest), to communication, transactor, generate/check, configuration and tests (highest). The layers provide a template for implementation and enable reuse on a layer-by-layer basis. A qualitative measure of reuse is available directly from the layered model while a quantitative measure is available by examining the effort required to build the layers.","","0-7803-7655-2","10.1109/HLDVT.2002.1224445","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1224445","","Object oriented modeling;Vehicle driving;Costs;Computer architecture;Software testing;Process design;Performance evaluation;ISO;Open systems;Communication system control","formal verification;object-oriented methods;software reusability;design for testability","reusable testbenches;testbench reusability;layered model;communication;transactor;generation/checking;configuration;tests","","","","4","IEEE","26 Aug 2003","","","IEEE","IEEE Conferences"
"Finite-state modeling in software design: some fundamental techniques","S. Kundu","Computer Science Department, Louisiana State University, Baton Rouge, LA, USA","Ninth Asia-Pacific Software Engineering Conference, 2002.","28 Feb 2003","2002","","","317","324","Although finite-state models have been used in software modeling for some time, a general method for building and manipulating such models which directly relates to a program's structure is not readily available. We fill this gap by constructing a canonical finite-state model M(P) from the flowchart of a program P. We then present several methods for simplifying M(P) which correspond to creating higher level models for P and to improving P by eliminating its design flaws. Finally, we show that states based on data-values and their abstractions give us greater flexibility in creating finite-state models that can be used in practice to build the models from requirements.","1530-1362","0-7695-1850-8","10.1109/APSEC.2002.1183001","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1183001","","Software design;Buildings;Software testing;Computer science;Flowcharts;Application software;Formal verification;Concrete;Automata;Programming","software engineering","software design;software modeling;program structure;canonical finite-state model;flowchart;design flaws;data values;data abstractions;requirements","","2","","14","IEEE","28 Feb 2003","","","IEEE","IEEE Conferences"
"On detection of gapped code clones using gap locations","Y. Ueda; T. Kamiya; S. Kusumoto; K. Inoue","Graduate School of Information Science and Technology, Osaka University, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Osaka, Japan","Ninth Asia-Pacific Software Engineering Conference, 2002.","28 Feb 2003","2002","","","327","336","It is generally accepted that a code clone is one factor making software maintenance difficult. A code clone is a code portion in source files that is identical or similar to another. Clones are introduced because of various reasons such as reusing code by 'copy-and-paste' and so on. Since developers usually modify the copied-and-pasted code portions, there are gaps between them and the original code portion. We call such code portions including gaps gapped code clones. Several code clone detection methods, which consider such gaps, have been proposed. However, it is costly to detect all gapped code clones. This paper proposes a new method to visualize gapped code clones as if they were actually detected, based on the detection results of conventional code clones. Using the proposed method, the developer can specify target clones efficiently. Moreover, we implement the proposed method in the maintenance support environment and conduct an experimental evaluation.","1530-1362","0-7695-1850-8","10.1109/APSEC.2002.1183002","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1183002","","Cloning;Software engineering","software maintenance;program visualisation;software reusability","gapped code clone detection;visualization;maintenance support environment;software maintenance;source files;gap locations;code reuse","","19","2","20","IEEE","28 Feb 2003","","","IEEE","IEEE Conferences"
