"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Identifying reusable functions using specification driven program slicing: a case study","A. Cimitile; A. De Lucia; M. Munro","Department of Ingegneria dellE28099Informazione ed Ingegneria Elettrica, Faculty of Engineering, University of Salerno, Benevento, Italy; Department of Informatica e Sistemistica, University of Napoli Federico II, Naples, Italy; Centre for Software Maintenance, University of Durham, Durham, UK","Proceedings of International Conference on Software Maintenance","6 Aug 2002","1995","","","124","133","We present the results of a case study in identifying and isolating reusable functions from C programs. The work exploits and specializes to programs written in C the theoretical framework of specification driven program slicing, a new program slicing process for isolating code fragments implementing functional abstractions. The specification of the function to be isolated, given in terms of a precondition and a postcondition, is used to identify a suitable slicing criterion. The preconditions for the execution of program statements and predicates are abstracted by using symbolic execution and compared with the conditions of the specification. The statements whose preconditions are equivalent to the pre and postconditions of the functional abstraction are candidates for entry and exit points of the slice implementing the abstraction. Once the slicing criterion has been identified, the slice can be isolated using algorithms based on control flow graphs and dependence graphs.","1063-6773","0-8186-7141-6","10.1109/ICSM.1995.526534","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=526534","","Computer aided software engineering;Software systems;Software maintenance;Software reusability;Reverse engineering;Control systems;Entropy;Degradation;Hardware;Process design","software reusability;software maintenance;formal specification;symbol manipulation;program control structures;data flow analysis;program diagnostics","reusable function identification;specification driven program slicing;C programs;code fragment isolation;functional abstractions;precondition;postcondition;program statement execution;program predicate execution;symbolic execution;entry points;exit points;algorithms;control flow graphs;dependence graphs","","35","2","30","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"metriX: an approach for characterizing the performance potential of system architectures","R. Jenevein; N. Ullah","Department of Computer Science, University of Texas, Austin, Austin, TX, USA; Motorola RISC Microprocessor Division, Austin, TX, USA","Proceedings International Phoenix Conference on Computers and Communications","6 Aug 2002","1995","","","704","712","This paper discusses using precise measurements of customized code segments for characterizing system architecture performance. A methodology for obtaining precise computer system performance measurements is presented. These techniques allow one to make accurate measurements of code segments as trivial as one machine instruction or complex code sequences involving function calls and I/O. This methodology has been successfully implemented in a software tool called metriX. An accuracy with an error of less than 1% can be obtained for the measurements with a repeatability of 0.1% or better. This tool provides a platform for the experimental design of customized performance studies. We demonstrate how this tool cab be used to develop experiments that evaluate different architectural features and that characterize and quantify the architecture in terms of code performance. Results indicate the metriX's measurements are a very effective means for characterizing quantitatively the performance features of a system, for comparing architectural alternatives, and for judging the difference between two similar architectures.<>","","0-7803-2492-7","10.1109/PCCC.1995.472416","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=472416","","Computer architecture;Microprocessors;Application software;System performance;Computer performance;Computer science;Software measurement;Software tools;Computer errors;Design for experiments","performance evaluation;software tools;multiprocessing systems","metriX;performance potential;system architectures;precise measurements;customized code segments;computer system performance measurements;code segments;machine instruction;complex code sequences;function calls;software tool;code performance","","","","10","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Global scheduling with code-motions for high-level synthesis applications","Minjoong Rim; Yaw Fann; Rajiv Jain","Department of Electrical and Computer Engineering, University of Wisconsin, Madison, WI, USA; Department of Electrical and Computer Engineering, University of Wisconsin, Madison, WI, USA; Department of Electrical and Computer Engineering, University of Wisconsin, Madison, WI, USA","IEEE Transactions on Very Large Scale Integration (VLSI) Systems","6 Aug 2002","1995","3","3","379","392","In this paper, we present a global scheduling technique for synthesis applications. The algorithm accepts a specification containing conditional branches and while-loop constructs and schedules it for a given set of resources. The algorithm performs several types of code motions across different basic blocks and trades off cost with performance. Several real-life examples taken from Numerical Recipes in C are used to demonstrate the efficacy of the approach. The results indicate that code-motions are very important for achieving significant speed-ups for synthesis applications.<>","1557-9999","","10.1109/92.406996","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=406996","","High level synthesis;Costs;Scheduling algorithm;VLIW;Hardware;Processor scheduling;Coprocessors;Digital systems;Resource management;Computer applications","scheduling;high level synthesis;VLSI;circuit CAD;integrated circuit design","global scheduling;code-motions;high-level synthesis applications;conditional branches;while-loop constructs","","22","1","57","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Investigating reverse engineering technologies for the CAS program understanding project","E. Buss; R. De Mori; W. M. Gentleman; J. Henshaw; H. Johnson; K. Kontogiannis; E. Merlo; H. A. Muller; J. Mylopoulos; S. Paul; A. Prakash; M. Stanley; S. R. Tilley; J. Troster; K. Wong","IBM Software Solutions Division, Toronto Laboratory, IBM Canada Limited, North York, ONT, Canada; School of Computer Science, McGill University, Quebec, Canada; Institutefor Information Technology, National Research Council Canada, Ottawa, ONT, Canada; IBM Software Solutions Division, Toronto Laboratory, IBM Canada Limited, North York, ONT, Canada; Institute for Information Technology, National Research Council Canada, Ottawa, ONT, Canada; School of Computer Science, McGill University, Quebec, Canada; Departement de Genie Electrique, Ecole Polytechnique, Quebec, Canada; Department of Computer Science, University of Victoria, P.O. Box 3055, BC V8W 3P6, Canada; Department of Computer Science, University of Toronto, Toronto, ONT, Canada; Software Systems Research Laboratory, Department of EECS, University of Michigan, Michigan; Software Systems Research Laboratory, Department of EECS, University of Michigan, Michigan; Department of Computer Science, University of Victoria, Victoria, BC, Canada; Department of Computer Science, University of Victoria, Victoria, BC, Canada; IBM Software Solutions Division, Toronto Laboratory, IBM Canada Limited, North York, ONT, Canada; Department of Computer Science, University of Victoria, Victoria, BC, Canada","IBM Systems Journal","6 Apr 2010","1994","33","3","477","500","Corporations face mounting maintenance and re-engineering costs for large legacy systems. Evolving over several years, these systems embody substantial corporate knowledge, including requirements, design decisions, and business rules. Such knowledge is difficult to recover after many years of operation, evolution, and personnel change. To address the problem of program understanding, software engineers are spending an ever-growing amount of effort on reverse engineering technologies. This paper describes the scope and results of an ongoing research project on program understanding undertaken by the IBM Toronto Software Solutions Laboratory Centre for Advanced Studies (CAS). The project involves a team from CAS and five research groups working cooperatively on complementary reverse engineering approaches. All the groups are using the source code of SQL/DS™ (a multimillion-line relational database system) as the reference legacy system. Also discussed is an approach adopted to integrate the various tools under a single reverse engineering environment.","0018-8670","","10.1147/sj.333.0477","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5387326","","","","","","36","","","","6 Apr 2010","","","IBM","IBM Journals"
"Extracting the parallelism in program with unstructured control statements","Fubo Zhang; E. H. D'Hollander","Department of Electrical Engineering, University of Ghent, Ghent, Belgium; Department of Electrical Engineering, University of Ghent, Ghent, Belgium","Proceedings of 1994 International Conference on Parallel and Distributed Systems","6 Aug 2002","1994","","","264","270","Program parallelization is inhibited by unstructured control statements such as GOTOs, causing interacting and overlapping execution trajectories. In this contribution, a program restructuring method is proposed to convert unstructured control statements into block if statements and while loops. Furthermore, an algorithm is presented to transform a common type of while loops into do loops. The technique works for while loops of which the control variables satisfy a linear recurrence relation. As a result, the loop carried dependencies generated by the control variables are removed. If there are no other loop carried dependencies, the do loop may then be converted into a doall loop. The algorithm has been used to test and convert a significant number of while loops into doall loops for a suite of well-known numerical benchmarks.","","0-8186-6555-6","10.1109/ICPADS.1994.590307","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=590307","","Electric variables control;Ear;Benchmark testing;Algorithm design and analysis;Data mining;Flow graphs;Logic testing","parallel programming","parallelism in program;unstructured control statements;program parallelization;GOTOs;program restructuring method;while loops;do loops;linear recurrence relation","","2","","11","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Low-power software for low-power people","J. H. Snyder; J. B. McKie; B. N. Locanthi","AT and T Bell Laboratories, Inc., Murray Hill, NJ, USA; AT and T Bell Laboratories, Inc., Murray Hill, NJ, USA; AT and T Bell Laboratories, Inc., Murray Hill, NJ, USA","Proceedings of 1994 IEEE Symposium on Low Power Electronics","6 Aug 2002","1994","","","32","35","We have been working towards portable terminals that interact with the user via speech synthesis, automatic speech recognition, and handwriting recognition. Our work includes the development of hardware platforms, operating system (OS) and application software; and the adaptation of signal processing algorithms to these systems. Although we will describe HoBo3, the hardware platform for this work, our primary interest will be in discussing software issues that are relevant to low-power portable computing. We compare a modern Unix implementation with the OS we use, ""Plan9 from Bell Labs"", and draw from this comparison a number of lessons relevant for the design of low-power software.","","0-7803-1953-2","10.1109/LPE.1994.573193","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=573193","","Mobile computing;Signal processing algorithms;Energy consumption;Automatic speech recognition;Speech codecs;Speech synthesis;Handwriting recognition;Hardware;Operating systems;Portable computers","portable computers","portable terminals;speech synthesis;automatic speech recognition;handwriting recognition;hardware platforms;operating system;signal processing algorithms;HoBo3;low-power portable computing;software issues;Plan9;low-power software","","3","1","7","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Notes on the simulation of evolution","W. Atmar","AICS Research, Inc., University Park, NM, USA","IEEE Transactions on Neural Networks","6 Aug 2002","1994","5","1","130","147","The simulation of evolution for the purposes of parameter optimization has generally demonstrated itself to be a robust and rapid optimization technique. But there may exist more value in simulating evolution than simple parameter optimization. The optimizations of system behavior obtained through simulated evolution represent a potentially powerful autopoetic pathway to machine learning and self-organization. Indeed, it may eventually prove to be the only practical path to the development of ontogenetic machine intelligence. As the complexity of the systems being evolved increases, the development of a proper philosophy of analysis and design becomes imperative. The designer of evolutionary algorithms must keep clearly in mind what is being evolved and what evolves only by consequence. Notes on the simulation of evolution are offered in four sections: 1) the basic nature of evolution, 2) its practical simulation, 3) common philosophical errors, and 4) that which remains to be accomplished. Simulated evolutionary optimization is a mechanism of machine learning that can reasonably be expected to continue to grow in importance and practical benefit. As the availability of massively parallel processors increases, the value of simulated evolutionary techniques will become increasingly apparent, if for no other reason than the natural match between the technique and the emerging technology. The method has been repeatedly demonstrated to successfully find points of global optimality when other methods fail, often astonishingly quickly. Specific rules have become apparent and are easily stated.<>","1941-0093","","10.1109/72.265967","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=265967","","Reservoirs;Machine learning;Discrete event simulation;Machine intelligence;Aggregates;Robustness;Stochastic processes;Phylogeny;Neurotransmitters","genetic algorithms;optimisation;learning (artificial intelligence);self-adjusting systems","evolution simulation;parameter optimization;autopoetic method;machine learning;self-organization;ontogenetic machine intelligence;massively parallel processors","","50","","59","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Targeting the Motorola RISC compiler for the PowerPC architecture","J. Shipnes","Motorola, Austin, TX, USA","Proceedings of COMPCON '94","6 Aug 2002","1994","","","326","331","Compiler technology has proven to be an integral part of overall performance in RISC systems. Motorola is providing highly optimizing C and FORTRAN compilers as part of the overall solution for the PowerPC and 88000 RISC architectures. This paper gives an introduction to the Motorola RISC compiler technology and describes how the technology was extended to support the PowerPC architecture in addition to the 88000.<>","","0-8186-5380-9","10.1109/CMPCON.1994.282892","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=282892","","Reduced instruction set computing;Optimal scheduling;Microprocessors;Optimizing compilers;Debugging;Tree data structures;Assembly systems;Power generation;Computer languages;Availability","reduced instruction set computing;program compilers;FORTRAN;C language","Motorola RISC compiler;PowerPC architecture;C;FORTRAN","","","","4","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Experiences using reverse engineering techniques to analyse documentation","G. Ewart; M. Tomic","IBM Toronto Laboratory, Centre for Advanced Studies, Don Mills, ONT, Canada; IBM Toronto Laboratory, Centre for Advanced Studies, Don Mills, ONT, Canada","Proceedings 1994 IEEE 3rd Workshop on Program Comprehension- WPC '94","6 Aug 2002","1994","","","54","61","This paper discusses an approach taken to analyse IBM product documentation using reverse engineering technologies, which are normally applied to the analysis of system source codes.<>","1092-8138","0-8186-5647-6","10.1109/WPC.1994.341250","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=341250","","Reverse engineering;Documentation;Laboratories;Trademarks;Milling machines;Software maintenance;Software systems;Content addressable storage;Paper technology;Life estimation","reverse engineering;system documentation;software maintenance","reverse engineering;documentation;IBM product documentation;system source codes;information structure;Abstract Syntax Tree","","","","13","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Localization of design concepts in legacy systems","Kontogiannis; DiMori; Bernstein; Merlo","McGill University, Montreal, QC, CA; McGill Univ., Montreal, Que., Canada; McGill University, Montreal, Canada; McGill University, Montreal, Canada","Proceedings 1994 International Conference on Software Maintenance","6 Aug 2002","1994","","","414","423","Complete automation of design recovery of large systems is a desirable but impractical goal due to complexity and size issues, so current research efforts focus on redocumentation and partial design recovery. Pattern matching lies at the center of any design recovery system. In the context of a larger project to develop an integrated reverse engineering environment, we are developing a framework for performing clone detection, code localization, and plan recognition. This paper discusses a plan localization and selection strategy based on a dynamic programming function that records the matching process and identifies parts of the plan and code fragment that are most ""similar"". Program features used for matching are currently based on data flow, control flow, and structural properties. The matching model uses a transition network and allows for the detection of insertions and deletions, and it is targeted for legacy C-based systems.<>","","0-8186-6330-8","10.1109/ICSM.1994.336753","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=336753","","Dynamic programming;Software maintenance;Software fault diagnosis;Software design/development;Documentation;Pattern matching;Computer-aided software engineering","dynamic programming;software maintenance;program diagnostics;system documentation;software tools","design concepts;legacy systems;design recovery;large systems;redocumentation;partial design recovery;pattern matching;integrated reverse engineering environment;clone detection;code localization;plan recognition;dynamic programming;data flow;control flow;structural properties;transition network;insertions;deletions;legacy C-based systems","","9","","22","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Substring matching for clone detection and change tracking","Johnson","Software Engineering Laboratory, National Research Council Canada, Ottawa, Canada","Proceedings 1994 International Conference on Software Maintenance","6 Aug 2002","1994","","","120","126","Legacy systems pose problems to maintainers that can be solved partially with effective tools. A prototype tool for determining collections of files sharing a large amount of text has been developed and applied to a 40 megabyte source tree containing two releases of the gcc compiler. Similarities in source code and documentation corresponding to software cloning, movement and inertia between releases, as well as the effects of preprocessing easily stand out in a way that immediately conveys nonobvious structural information to a maintainer taking responsibility for such a system.<>","","0-8186-6330-8","10.1109/ICSM.1994.336783","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=336783","","Software maintenance;Computer-aided software engineering;Compilers;Software fault diagnosis","software maintenance;software tools;program compilers;program diagnostics;configuration management","clone detection;change tracking;legacy systems;prototype tool;source tree;gcc compiler;source code;documentation;software cloning;structural information;reverse engineering;design recovery;program understanding","","89","2","8","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Specifications from source code-alchemists' dream or practical reality?","M. P. Ward","Research Fellow in Computer Science, University of Durham, UK","IEE Colloquium on Reverse Engineering for Software Based Systems","6 Aug 2002","1994","","","5/1","5/3","The author describes the application of formal program transformations to uncover specifications from source code. He takes as an example a small report writing program. Due to errors in the original design, this program had several bugs which were gradually uncovered and fixed in the usual way. The resulting program appears to work, but has a complex and messy structure which makes it extremely difficult to maintain. The aim of the case study is to restructure the program and extract its specification (a concise, high-level description of what the program does which ignores the low-level details of how this result is achieved). It should be noted that his aim is emphatically not that of design recovery in the sense of recovering the original design. Instead he aims to transform the base metal of unstructured code into the gold of a high-level specification. The approach is based on a Wide Spectrum Language (called WSL) which includes both high level abstract specifications and low-level programming constructs within the same language.<>","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=385768","","Software requirements and specifications;Reverse engineering;Specification languages","formal specification;reverse engineering;specification languages;systems re-engineering","source code;specifications;formal program transformations;report writing program;program bugs;case study;high-level description;design recovery;unstructured code;high-level specification;Wide Spectrum Language;high level abstract specifications;low-level programming constructs;inverse engineering","","4","","","","6 Aug 2002","","","IET","IET Conferences"
"Measuring limits of parallelism and characterizing its vulnerability to resource constraints","L. Rauchwerger; P. K. Dubey; R. Nair","Computer Sciences Department, University of Wisconsin, Madison, Madison, WI, USA; Dipartimento Elettronico, Elettronico e Sistemistico, Universita di Catania, Catania, Italy; Dipartimento Elettronico, Elettronico e Sistemistico, Universita di Catania, Catania, Italy","Proceedings of the 26th Annual International Symposium on Microarchitecture","6 Aug 2002","1993","","","105","117","Introduces a technique to enhance the ability of dynamic ILP processors to exploit (speculatively executed) parallelism. Existing branch prediction mechanisms used to establish a dynamic window from which ILP can be extracted are limited in their abilities to: (i) create a large, accurate dynamic window, (ii) initiate a large number of instructions into this window in every cycle, and (iii) traverse multiple branches of the control flow graph per prediction. The authors introduce control flow prediction which uses information in the control flow graph of a program to overcome these limitations. They discuss how information present in the control flow graph can be represented using multiblocks, and conveyed to the hardware using Control Flow Tables and Control Flow Prediction Buffers. They evaluate the potential of control flow prediction on an abstract machine and on a dynamic ILP processing model. The results indicate that control flow prediction is a powerful and effective assist to the hardware in making more informed run time decisions about program control flow.<>","","0-8186-5280-2","10.1109/MICRO.1993.282747","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=282747","","Hardware;Flow graphs;Concurrent computing;Data mining;Processor scheduling;Dynamic scheduling;Parallel processing;Predictive models;Runtime;Process control","operating systems (computers);parallel processing","dynamic ILP processors;parallelism;control flow prediction;control flow graph;Control Flow Tables;Control Flow Prediction Buffers;program control flow","","11","6","21","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Employing finite automata for resource scheduling","T. Müller","Departmentof Surgery, Uniformed Services University of Health Sciences, Bethesda, MD, USA","Proceedings of the 26th Annual International Symposium on Microarchitecture","6 Aug 2002","1993","","","12","20","The Motorola 88110 is an advanced superscalar design. The processor can issue up to two instructions per cycle among ten functional units, and it includes sophisticated load-store, speculative execution, exception recovery, and branch target buffer facilities. This paper examines several computationally inexpensive instruction scheduling strategies for a post-processor code optimizer for the 88110, including basic block scheduling using reservation tables for writeback buses as well as functional units, delayed branch removal, loop alignment, and special loop entry scheduling. For a set of 32 loop-intensive benchmarks, a combination of delayed branch removal and loop alignment yields the best code improvement.<>","","0-8186-5280-2","10.1109/MICRO.1993.282737","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=282737","","Processor scheduling;Delay;Decoding;Reduced instruction set computing;Buffer storage;Computer science;Computer aided instruction;Performance gain;Databases;Springs","microprocessor chips;reduced instruction set computing","instruction scheduling;Motorola 88110;superscalar design;exception recovery;branch target buffer;reservation tables;delayed branch removal;loop alignment;RISC","","11","27","18","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"A reuse program in a maintenance environment","A. Nishimoto","Hewlett Packard Company, USA","Digest of Papers. Compcon Spring","6 Aug 2002","1993","","","268","273","The author describes a program of reuse that began in January 1984 with a new product and has evolved to include three other existing products and all new enhancements to these products over the last eight years. The topics covered include: how the program was initiated and how the definition of reuse has changed over time; how the program evolved to include other products; development of the fix process for reuse components; coordination issues between products and the formation of the Shared Components Council; results of reuse metrics; what lessons were learned; and suggested areas for improvement. The emphasis is on what was learned along the way and how the reuse program has evolved to include other products.<>","","0-8186-3400-6","10.1109/CMPCON.1993.289678","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=289678","","Software maintenance;Production facilities;Councils;Manufacturing processes;Productivity;Financial management;Inventory management;Technology management;Software tools;Software systems","software maintenance;software metrics;software reusability","reuse program;maintenance environment;coordination issues;Shared Components Council;reuse metrics","","","","1","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Automated testing support for a robot tape library","A. von Mayrhauser; S. Crawford-Hines","Department of Computer Science, Colorado State University, Fort Collins, CO, USA; Department of Computer Science, Colorado State University, Fort Collins, CO, USA","Proceedings of 1993 IEEE International Symposium on Software Reliability Engineering","6 Aug 2002","1993","","","6","14","This paper presents a method and tool to automate testing of command-based systems. We use syntactic and semantic information at the parameter, command, and script level. Test data generation is based on a domain model of the application. We applied method and tool to automated testing for a robot tape library.","","0-8186-4010-3","10.1109/ISSRE.1993.624269","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=624269","","Automatic testing;Robotics and automation;Libraries;Software testing;Command languages;Computer science;System testing;Application software;Robots;Information analysis","robots","testing tool;syntactic information;command level;parameter level;test data generation;command-based systems;semantic information;script level;domain model;automated testing;robot tape library","","12","","11","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Speculative execution and reducing branch penalty in a parallel issue machine","H. Ando; C. Nakanishi; H. Machida; T. Hara; S. Kishida; M. Nakaya","LSI Laboratory, Mitsubishi Electric Corporation Limited, Japan; LSI Laboratory, Mitsubishi Electric Corporation Limited, Japan; LSI Laboratory, Mitsubishi Electric Corporation Limited, Japan; LSI Laboratory, Mitsubishi Electric Corporation Limited, Japan; ASIC Design Engineering Center, Mitsubishi Electric Corporation Limited, Japan; LSI Laboratory, Mitsubishi Electric Corporation Limited, Japan","Proceedings of 1993 IEEE International Conference on Computer Design ICCD'93","6 Aug 2002","1993","","","106","113","Parallel instruction issue is essential for performance improvement in current microprocessor designs. Just extra function units are, however, little beneficial in non-numerical applications since control dependence severely limits exploitation of instruction-level parallelism (ILP) and frequent branches consume ILP due to its long latency. Boosting is an interesting technique to reduce control dependence. It allows general speculative execution with little cycle time penalty. From the cost/performance point of view, we propose the efficient implementation of boosting, which requires the small support hardware and maximizes performance gain from boosting in the limited hardware. We also propose a new branch scheme to reduce the branch penalty which has a particularly big performance impact in a parallel issue machine. Our scheme fetches from both directions of the branch with small hardware cost through integration of a code movement and hardware support. We evaluate our schemes and find that they significantly contribute to performance improvement.<>","","0-8186-4230-0","10.1109/ICCD.1993.393396","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=393396","","Hardware;Boosting;Microprocessors;Scheduling;Delay effects;Large scale integration;Laboratories;Application specific integrated circuits;Design engineering;Performance gain","parallel programming;parallel architectures","parallel issue machine;instruction-level parallelism;ILP;cost/performance;boosting;performance gain;branch scheme;branch penalty;performance improvement","","2","1","22","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Performance Optimization of Pipelined Primary Caches","K. Olukotun; T. Mudge; R. Brown","Computer Systems Laboratory, University of Stanford, CA, USA; Department Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI, USA; Department Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI, USA","[1992] Proceedings the 19th Annual International Symposium on Computer Architecture","6 Aug 2002","1992","","","181","190","The CPU cycle time of a high-performance processor is usually determined by the the access time of the primary cache. As processor speeds increase, designers will have to increase the number of pipeline stages used to fetch data from the cache in order to reduce the dependence of CPU cycle time on cache access time. This paper studies the performance advantages of a pipelined cache for a GaAs implementation of the MIPS based architecture using a design methodology that includes long traces of multiprogrammed applications and detailed timing analysis, The study evaluates instruction and data caches with various pipeline depths, cache sizes, block sizes, and refill penalties. The impact on CPU cycle time of these alternatives is also factored into the evaluation. Hardware-based and software-based strategies are considered for hiding the branch and load delays which may be required to avoid pipeline hazards. The results show that software-based methods for mitigating the penalty of branch delays can be as successful as the hardware-based branch-target buffer approach, despite the code-expansion inherent in the software methods. The situation is similar for load delays; while hardware-based dynamic methods hide more delay cycles than do static approaches, they may give up the advantage by extending the cycle time. Because these methods are quite successful at hiding small numbers of branch and load delays, and because processors with pipelined caches also have shorter CPU cycle times and larger caches, a significant performance advantage is gained by using two to three pipeline stages to fetch data from the cache.","","0-89791-509-7","10.1109/ISCA.1992.753315","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=753315","","Optimization;Delay effects;Permission;Costs;Pipeline processing;Laboratories;Computer science;Gallium arsenide;Design methodology;Application software","","","","9","","20","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Structural and behavioral code representation for program understanding","E. Merlo; K. Kontogiannis; J. F. Girard","Centre de Recherche informatique de Montreal, Inc., Montreal, Canada; Centre de Recherche informatique de Montreal, Inc., Montreal, Canada; Centre de Recherche informatique de Montreal, Inc., Montreal, Canada","[1992] Proceedings of the Fifth International Workshop on Computer-Aided Software Engineering","6 Aug 2002","1992","","","106","108","Methodologies which could assist the software maintainer are reported, with emphasis on an approach which combines structural and behavioral representation of the code. Structural representation occurs at lower levels of abstraction and uses compiler technology techniques, graph parsing, abstract syntax trees, and control and data flow. Behavioral representation can be achieved at higher levels of abstraction by using some formal representation of source code semantics, such as process algebra, lambda calculus, or denotational semantics. The complexity, concurrency, and interaction levels of the system are good indicators of the best formalism to be chosen. Artificial intelligence techniques can be used to define semantic distances between different behavioral representation plans in order to achieve a full or partial match of the source code to the underlying specifications.<>","","0-8186-2960-6","10.1109/CASE.1992.200136","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=200136","","Tree graphs;Flow graphs;Performance analysis;Algebra;Calculus;Concurrent computing;Artificial intelligence;Hardware;Maintenance engineering;Data engineering","computational complexity;grammars;program compilers;software maintenance;tree data structures","structural code representation;artificial intelligence;behavioral code representation;program understanding;software maintainer;behavioral representation;compiler;graph parsing;abstract syntax trees;formal representation;source code semantics;process algebra;lambda calculus;denotational semantics;complexity;concurrency;interaction levels","","1","2","8","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Optimized CM Fortran compiler for the Connection Machine computer","G. Sabot","Thinking Machines Corporation, Cambridge, MA, USA","Proceedings of the Twenty-Fifth Hawaii International Conference on System Sciences","6 Aug 2002","1992","ii","","161","172 vol.2","Describes the techniques that are used in the CM Fortran 1.0 compiler to map the fine-grained array parallelism of Fortran 90 onto the CM-2 architecture. The compiler views the parallel hardware at a much lower level of detail than did previous CM-2 compilers, which had targeted a function library named Paris. In the slicewise machine model used by CM Fortran 1.0, the FPUs, their registers, and the memory hierarchy are directly exposed to the compiler. Thus, the CM-2 target machine is not 64K simple bit-serial processors. Rather, the target is a machine containing 2K PEs (processing elements), where each PE is both superpipelined and superscalar. The compiler uses data distribution to spread the problem out among the 2K processors. A new compiler phase is used to separate the code that runs on the two types of processors in the CM: the parallel PEs, which execute a new RISC-like instruction set called PEAC, and the scalar front-end processor, which executes SPARC or VAX assembler code. The pipelines in PEs are filled by using conventional vector processing techniques along with a new, RISC-like vector instruction set. An innovative scheduler overlaps the execution of a number of RISC operations. This new compiler has greatly increased the performance of Fortran codes on the CM-2 on many important computation kernels, such as climate modeling, seismic processing, and hydrodynamics simulations.<>","","0-8186-2420-5","10.1109/HICSS.1992.183289","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=183289","","Optimizing compilers;Parallel processing;Computer architecture;Hardware;Libraries;Registers;Assembly;Pipelines;Processor scheduling;Reduced instruction set computing","FORTRAN;instruction sets;optimisation;parallel languages;pipeline processing;program compilers","compiler optimization;floating point units;superpipelined superscalar processing elements;overlapped execution;Connection Machine;CM Fortran 1.0 compiler;fine-grained array parallelism;Fortran 90;CM-2 architecture;slicewise machine model;registers;memory hierarchy;data distribution;RISC-like instruction set;PEAC;scalar front-end processor;SPARC;VAX assembler code;vector processing;scheduler;performance;computation kernels;climate modeling;seismic processing;hydrodynamics simulations","","3","5","17","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
